Designation (and name)	Prov	. Des.	q	Q	EMoid	H	Epoch	M	Peri.	Node	Incl.	e	a	Opps.	Ref.	Designation (and name)	"Discovery date, site and discoverer(s)"
	2009	TK8	0.613	1.246	0.07406	20.2	20131104	290.7	222.2	29.3	21.2	0.34	0.93	2	MPO215169	2009 TK8	2009 10 15  J75
	2009	TD8	0.67	1.1	0.02099	26.9	20131104	185.8	146.7	20.6	5.1	0.243	0.885	(  1d)	MPO164406	2009 TD8	2009 10 14  G96  Mt. Lemmon Survey
	2009	SM104	0.621	1.342	0.06698	23.6	20131104	341.6	139	0.8	9.7	0.368	0.981	( 15d)	MPO164378	2009 SM104	2009 09 26  691  Spacewatch
	2009	SZ99	0.64	0.989	0.05806	19.1	20131104	103	147.5	338.1	21.3	0.214	0.815	( 18d)	MPO164377	2009 SZ99	2009 09 22  G96  Mt. Lemmon Survey
	2009	SJ18	0.84	1.05	0.04578	24.6	20131104	4.2	172.7	0.5	12.6	0.112	0.945	(  9d)	MPO162572	2009 SJ18	2009 09 21  G96  Mt. Lemmon Survey
	2009	SH2	0.898	1.085	0.00017	24.9	20131104	317.1	101.6	6.7	6.8	0.094	0.992	( 14d)	MPO164364	2009 SH2	2009 09 18  E12  Siding Spring Survey
	2009	SS	0.727	1.09	0.06233	26.7	20131104	129.4	161.9	350.5	9.4	0.2	0.908	(  2d)	MPO162569	2009 SS	2009 09 16  G96  Mt. Lemmon Survey
	2009	PY	0.667	1.222	0.17896	21.1	20131104	351.1	196	325.7	26.6	0.294	0.944	2	MPO183201	2009 PY	2009 08 13  E12  Siding Spring Survey
	2009	PC	0.657	1.334	0.0375	23.2	20131104	196.1	48.3	134.4	7	0.34	0.996	( 18d)	MPO160914	2009 PC	2009 08 01  691  Spacewatch
	2009	ME9	0.461	1.386	0.16036	21.3	20131104	113.7	207.5	274.1	31.5	0.501	0.923	2	MPO183200	2009 ME9	2009 06 24  G96  Mt. Lemmon Survey
	2009	MW	0.64	1.186	0.11109	20.7	20131104	136.3	23.6	87.6	21	0.299	0.913	( 15d)	MPO159821	2009 MW	2009 06 21  704  LINEAR
	2009	LD	0.84	1.138	0.00427	26.2	20131104	275.7	253.8	244.7	9.8	0.151	0.989	(  3d)	MPO159145	2009 LD	2009 06 02  G96  Mt. Lemmon Survey
	2009	KR4	0.642	1.046	0.02445	25	20131104	71.8	191.2	240	10.7	0.239	0.844	( 10d)	MPO159143	2009 KR4	2009 05 26  703  Catalina Sky Survey
	2009	JO2	0.464	1.313	0.0566	19.2	20131104	188	239.7	203.5	19.6	0.478	0.888	3	MPO198965	2009 JO2	2009 05 13  G96  Mt. Lemmon Survey
	2009	HE60	0.732	1.26	0.01521	25.6	20131104	295.2	220	229.1	1.6	0.265	0.996	(  5d)	MPO157543	2009 HE60	2009 04 24  G96  Mt. Lemmon Survey
	2009	HU44	0.295	1.365	0.00604	22.6	20131104	80.8	213.6	212.9	6.6	0.644	0.83	( 21d)	MPO158645	2009 HU44	2009 04 22  704  LINEAR
	2009	HG21	0.574	1.242	0.01572	25	20131104	344.8	316.9	32.5	5.4	0.368	0.908	(  3d)	MPO157537	2009 HG21	2009 04 20  G96  Mt. Lemmon Survey
	2009	FG44	0.855	1.074	0.06942	22.5	20131104	110.4	15.9	6.7	31.7	0.113	0.965	(  3d)	MPO156204	2009 FG44	2009 03 30  704  LINEAR
	2009	FW25	0.6	1.165	0.04024	23.4	20131104	86.1	323.7	0.2	12.3	0.32	0.883	(  6d)	MPO156202	2009 FW25	2009 03 24  G96  Mt. Lemmon Survey
	2009	FU23	0.601	1.073	0.03526	20	20131104	173.7	315.1	57.8	13.9	0.282	0.837	3	MPO227476	2009 FU23	2009 03 23  703  Catalina Sky Survey
	2009	FL	0.523	1.437	0.02945	24.4	20131104	210.2	124.6	174.6	26.1	0.466	0.98	(  3d)	MPO156198	2009 FL	2009 03 17  703  Catalina Sky Survey
	2009	EP2	0.597	1.257	0.04041	21.6	20131104	337.8	129.8	175.2	27.7	0.356	0.927	( 16d)	MPO156196	2009 EP2	2009 03 05  E12  Siding Spring Survey
	2009	DC1	0.632	1.115	0.03067	24	20131104	42	34.9	329.7	8.8	0.276	0.873	( 24d)	MPO156184	2009 DC1	2009 02 19  703  Catalina Sky Survey
	2009	CE	0.724	1.062	0.06605	24.6	20131104	32.9	190.4	127.7	8.2	0.189	0.893	(  4d)	MPO152548	2009 CE	2009 02 01  704  LINEAR
	2009	CD	0.659	1.137	0.10187	22.7	20131104	73.4	334.3	305	22.9	0.266	0.898	(  1d)	MPO152548	2009 CD	2009 02 01  G96  Mt. Lemmon Survey
	2009	BL71	0.688	1.187	0.0111	22	20131104	274.3	292.3	17.7	5.6	0.266	0.937	( 44d)	MPO156168	2009 BL71	2009 01 30  703  Catalina Sky Survey
	2009	BO58	0.46	1.212	0.09098	21.9	20131104	206.8	207.7	130.7	26.2	0.45	0.836	( 47d)	MPO156167	2009 BO58	2009 01 29  G96  Mt. Lemmon Survey
	2009	BE58	0.414	1.457	0.00407	21.6	20131104	19	121.1	149.3	1.8	0.558	0.936	( 10d)	MPO154235	2009 BE58	2009 01 27  704  LINEAR
	2009	BJ2	0.682	1.211	0.01084	27.1	20131104	346.8	300.1	296.2	6.5	0.279	0.946	(  3d)	MPO152543	2009 BJ2	2009 01 18  703  Catalina Sky Survey
	2009	BH2	0.427	1.201	0.00085	22.4	20131104	286.3	220.9	117.1	23.2	0.476	0.814	( 31d)	MPO154228	2009 BH2	2009 01 17  704  LINEAR
	2009	AM15	0.417	1.208	0.05348	18.8	20131104	358.3	131.5	166.2	28.9	0.487	0.813	3	MPO227476	2009 AM15	2009 01 06  E12  Siding Spring Survey
	2008	YC29	0.486	1.229	0.00746	25.2	20081220	257.7	140.1	93.9	3.2	0.433	0.858	(  0d)	MPO151125	2008 YC29	2008 12 30  703  Catalina Sky Survey
	2008	WT62	0.571	1.197	0.08462	23.1	20131104	218.1	148.3	58	18.2	0.354	0.884	2	MPO275012	2008 WT62	2008 11 24  G96  Mt. Lemmon Survey
	2008	WK60	0.531	1.029	0.01712	22.4	20131104	269.3	146.4	81.4	8.5	0.32	0.78	( 17d)	MPO151113	2008 WK60	2008 11 23  E12  Siding Spring Survey
	2008	WQ2	0.673	1.02	0.02754	24.3	20131104	303.2	8.3	234	13.5	0.205	0.846	(  2d)	MPO149152	2008 WQ2	2008 11 20  703  Catalina Sky Survey
	2008	VR4	0.565	1.28	0.00194	23	20131104	317.4	235.4	37	4.2	0.388	0.922	( 23d)	MPO149146	2008 VR4	2008 11 07  703  Catalina Sky Survey
	2008	VY3	0.645	1.334	0.03553	24.8	20131104	309.7	301.6	220.2	12.4	0.348	0.989	(  5d)	MPO149146	2008 VY3	2008 11 03  G96  Mt. Lemmon Survey
	2008	VF	0.611	1.201	0.20962	19.5	20131104	101.2	3.3	234.4	26.2	0.326	0.906	4	MPO273938	2008 VF	2008 11 01  704  LINEAR
	2008	UB95	0.724	1.256	0.00051	24.7	20131104	122.5	253.4	22	3.2	0.269	0.99	2	MPO163869	2008 UB95	2008 10 29  G96  Mt. Lemmon Survey
	2008	UL90	0.431	0.959	0.02669	18.6	20131104	37.8	183.6	81.2	24.3	0.38	0.695	4	MPO285704	2008 UL90	2008 10 26  G96  Mt. Lemmon Survey
	2008	UX	0.261	1.375	0.07847	20.8	20131104	158.5	158.1	37.6	21.7	0.681	0.818	2	MPO215157	2008 UX	2008 10 21  G96  Mt. Lemmon Survey
	2008	TC4	0.348	1.213	0.00359	21.5	20131104	2.2	324.2	212.6	10.6	0.554	0.78	3	MPO237381	2008 TC4	2008 10 07  704  LINEAR
	2008	TF2	0.635	1.345	0.01165	25.1	20131104	335.9	295.2	196.6	16	0.359	0.99	(  5d)	MPO147529	2008 TF2	2008 10 04  G96  Mt. Lemmon Survey
	2008	TZ	0.575	1.331	0.00359	25.4	20131104	85.3	127.5	9.8	1.5	0.397	0.953	(  8d)	MPO147528	2008 TZ	2008 10 02  691  Spacewatch
	2008	TF	0.46	1.454	0.07751	21.9	20131104	63.1	139.4	10.2	21.1	0.519	0.957	( 28d)	MPO147528	2008 TF	2008 10 01  703  Catalina Sky Survey
	2008	TD	0.593	1.199	0.025	25.4	20131104	258.2	144.5	357.8	5.1	0.338	0.896	(  8d)	MPO152511	2008 TD	2008 10 01  704  LINEAR
	2008	SD85	0.523	1.242	0.1008	22.9	20131104	176	209.1	2.5	23.4	0.407	0.883	2	MPO272295	2008 SD85	2008 09 28  G96  Mt. Lemmon Survey
	2008	ST	0.843	1.085	0.00216	27.1	20131104	37.4	291.2	189.5	1.9	0.126	0.964	(  7d)	MPO147478	2008 ST	2008 09 22  G96  Mt. Lemmon Survey
	2008	SS	0.484	1.373	0.04473	22.2	20131104	161.9	135	5.1	21.1	0.479	0.928	( 14d)	MPO147478	2008 SS	2008 09 21  E12  Siding Spring Survey
	2008	QV11	0.501	1.316	0.0969	21.2	20131104	238.2	7.4	114.2	8.2	0.449	0.909	(  6d)	MPO143310	2008 QV11	2008 08 26  E12  Siding Spring Survey
	2008	QU3	0.654	1.084	0.06479	20.5	20131104	277	241.2	303.6	14.1	0.248	0.869	2	MPO239649	2008 QU3	2008 08 22  704  LINEAR
	2008	PR9	0.462	1.424	0.02232	22.4	20131104	174.2	75.4	19	3.3	0.51	0.943	( 10d)	MPO143306	2008 PR9	2008 08 08  E12  Siding Spring Survey
	2008	OC6	0.739	1.107	0.03074	18.5	20131104	245.8	295.8	177.6	21.8	0.199	0.923	2	MPO268448	2008 OC6	2008 07 29  G96  Mt. Lemmon Survey
	2008	NA	0.671	1.252	0.02458	23.7	20131104	326.8	52.9	104.8	9.9	0.302	0.962	( 10d)	MPO140778	2008 NA	2008 07 01  703  Catalina Sky Survey
	2008	MG1	0.139	1.428	0.07392	19.9	20131104	87.1	108.9	352.4	5.7	0.823	0.783	3	MPO266911	2008 MG1	2008 06 27  E12  Siding Spring Survey
	2008	LH2	0.709	1.249	0.00407	24.4	20131104	298.3	249.1	249.3	5.8	0.276	0.979	( 37d)	MPO140777	2008 LH2	2008 06 04  704  LINEAR
	2008	LG2	0.658	1.048	0.00217	25.2	20131104	148	336.5	86.3	3.1	0.228	0.853	( 18d)	MPO140777	2008 LG2	2008 06 03  704  LINEAR
	2008	LD	0.754	1.03	0.0011	28.9	20131104	310.2	201.4	250.9	6.5	0.154	0.892	(  8d)	MPO140227	2008 LD	2008 06 02  G96  Mt. Lemmon Survey
	2008	KV2	0.5	1.2	0.04334	21.4	20131104	187.1	347.5	67.1	5.1	0.412	0.85	( 21d)	MPO140773	2008 KV2	2008 05 28  704  LINEAR
	2008	KS	0.821	1.127	0.08696	24.7	20131104	93	152.8	246.1	25.4	0.157	0.974	(  4d)	MPO140223	2008 KS	2008 05 28  G96  Mt. Lemmon Survey
	2008	JE	0.892	1.075	0.03013	25.8	20131104	105.6	316.9	39.2	7	0.093	0.984	(  7d)	MPO139317	2008 JE	2008 05 01  703  Catalina Sky Survey
	2008	GL20	0.713	1.074	0.00587	26.6	20131104	337.2	220.8	198.9	6.9	0.202	0.894	(  6d)	MPO138180	2008 GL20	2008 04 09  704  LINEAR
	2008	GS3	0.534	1.175	0.16359	22.1	20131104	188.4	187.4	196.9	28.8	0.375	0.855	( 27d)	MPO139306	2008 GS3	2008 04 07  704  LINEAR
	2008	FX6	0.807	1.04	0.01123	25	20131104	334.3	324.7	10	11.1	0.126	0.923	(  5d)	MPO138168	2008 FX6	2008 03 30  704  LINEAR
	2008	EY68	0.179	1.311	0.03902	22	20131104	21.8	199	175.5	19.8	0.76	0.745	3	MPO230242	2008 EY68	2008 03 11  704  LINEAR
	2008	EA32	0.428	0.804	0.1801	16.5	20131104	121	181.8	101	28.3	0.305	0.616	2	MPO175290	2008 EA32	2008 03 10  703  Catalina Sky Survey
	2008	EA8	0.315	1.6	0.00537	22.2	20131104	111.1	145.6	225.6	1.8	0.671	0.957	(  7d)	MPO136047	2008 EA8	2008 03 06  G96  Mt. Lemmon Survey
	2008	EE5	0.877	1.012	0.01975	19.7	20131104	209.1	20.1	321.3	44.8	0.072	0.945	2	MPO162526	2008 EE5	2008 03 04  G96  Mt. Lemmon Survey
	2008	EP	0.624	1.061	0.03831	24.2	20131104	258.2	21.4	348.1	15.8	0.259	0.843	(  8d)	MPO136045	2008 EP	2008 03 02  703  Catalina Sky Survey
	2008	EG	0.246	1.64	0.25305	20	20131104	337.4	355.5	327.5	26.8	0.739	0.943	4	MPO285698	2008 EG	2008 03 01  703  Catalina Sky Survey
	2008	DY22	0.636	1.007	0.01391	24.2	20131104	44.1	0.5	342.6	19	0.226	0.821	(  4d)	MPO136042	2008 DY22	2008 02 29  703  Catalina Sky Survey
	2008	DF5	0.704	1.047	0.02507	23.4	20131104	115.6	28.6	338.1	41.9	0.196	0.876	(  2d)	MPO136040	2008 DF5	2008 02 28  704  LINEAR
	2008	DL4	0.815	1.044	0.00816	26.9	20131104	248.6	42.3	341.3	3.2	0.123	0.929	( 10d)	MPO136039	2008 DL4	2008 02 27  703  Catalina Sky Survey
	2008	CC175	0.476	1.434	0.11695	21.3	20131104	318.4	166.4	125.7	10.2	0.501	0.955	2	MPO215151	2008 CC175	2008 02 14  703  Catalina Sky Survey
	2008	CH116	0.273	1.052	0.22492	19	20131104	90.1	248.1	86	20.4	0.587	0.663	2	MPO154213	2008 CH116	2008 02 09  G96  Mt. Lemmon Survey
	2008	CN70	0.528	1.175	0.09094	19.1	20131104	7.4	114.3	150.7	24.5	0.38	0.852	3	MPO221111	2008 CN70	2008 02 09  E12  Siding Spring Survey
	2008	CH70	0.58	1.125	0.06608	24.4	20131104	256.1	188.1	144.6	6.5	0.32	0.853	( 19d)	MPO136030	2008 CH70	2008 02 09  G96  Mt. Lemmon Survey
	2008	CY21	0.728	1.209	0.0461	24.6	20131104	101.2	53.9	322.9	10.7	0.248	0.968	(  4d)	MPO266906	2008 CY21	2008 02 08  704  LINEAR
	2008	CL20	0.522	1.011	0.01503	25.3	20131104	32.4	349.7	321.3	15.9	0.319	0.767	(  4d)	MPO133581	2008 CL20	2008 02 08  703  Catalina Sky Survey
	2008	CT1	0.5	1.324	0.00024	27.7	20131104	140.1	124.3	137.2	0.6	0.451	0.912	(  1d)	MPO133579	2008 CT1	2008 02 03  704  LINEAR
	2008	CN1	0.503	1.039	0.03377	20.6	20131104	320	7.2	331.5	7.2	0.348	0.771	2	MPO237370	2008 CN1	2008 02 02  703  Catalina Sky Survey
	2008	CL1	0.829	1.093	0.09953	19.5	20131104	180.4	4.7	344.1	30	0.138	0.961	2	MPO150085	2008 CL1	2008 02 02  704  LINEAR
	2008	BP16	0.29	1.367	0.09386	21.7	20131104	130.9	155.4	139.9	29.2	0.65	0.829	3	MPO285697	2008 BP16	2008 01 30  G96  Mt. Lemmon Survey
	2008	BX2	0.565	1.149	0.03127	23.7	20131104	241.8	350.5	336.8	3.2	0.341	0.857	2	MPO222889	2008 BX2	2008 01 20  G96  Mt. Lemmon Survey
	2007	YS56	0.675	1.21	0.0027	25.7	20131104	228.8	63.6	274.7	6.2	0.284	0.942	( 11d)	MPO132015	2007 YS56	2007 12 31  703  Catalina Sky Survey
	2007	YF	0.838	1.068	0.01465	24.8	20131104	234.8	35	277.3	1.7	0.12	0.953	( 26d)	MPO136008	2007 YF	2007 12 16  G96  Mt. Lemmon Survey
	2007	XP	0.719	1.255	0.02006	23.7	20071116	64.3	64.7	255.7	7.7	0.271	0.987	(  2d)	MPO130345	2007 XP	2007 12 04  703  Catalina Sky Survey
	2007	WC5	0.768	1.178	0.01508	27.3	20131104	165.1	66.3	236.7	8.5	0.21	0.973	(  1d)	MPO130343	2007 WC5	2007 11 20  G96  Mt. Lemmon Survey
	2007	WM3	0.454	1.134	0.02248	23.1	20131104	276.2	204.1	55.5	6.5	0.428	0.794	( 29d)	MPO130342	2007 WM3	2007 11 17  703  Catalina Sky Survey
	2007	VL243	0.262	1.668	0.39014	17.8	20131104	21.5	91.2	114.7	43.3	0.729	0.965	2	MPO148621	2007 VL243	2007 11 14  E12  Siding Spring Survey
	2007	VB188	0.683	1.079	0.04008	26.3	20131104	305	155.2	43.1	7.2	0.225	0.881	(  1d)	MPO129047	2007 VB188	2007 11 13  G96  Mt. Lemmon Survey
	2007	VB138	0.44	1.106	0.02433	26.1	20131104	164.7	161.6	42.1	6	0.431	0.773	(  3d)	MPO129043	2007 VB138	2007 11 09  G96  Mt. Lemmon Survey
	2007	VY137	0.551	1.246	0.04318	24.2	20131104	109.6	42.8	223.2	16.7	0.386	0.898	(  3d)	MPO129043	2007 VY137	2007 11 09  G96  Mt. Lemmon Survey
	2007	VW83	0.704	1.098	0.06539	24.1	20131104	214.3	163.5	39.3	7.1	0.219	0.901	( 23d)	MPO130324	2007 VW83	2007 11 07  704  LINEAR
	2007	VV83	0.872	1.061	0.04	24.7	20131104	337.6	318.8	225.6	10.1	0.098	0.966	(  9d)	MPO129039	2007 VV83	2007 11 07  704  LINEAR
	2007	VL8	0.599	1.272	0.11045	21.2	20131104	342.7	194.7	62.4	9.3	0.359	0.936	2	MPO151064	2007 VL8	2007 11 05  703  Catalina Sky Survey
	2007	VU6	0.888	1.064	0.01164	26.5	20131104	221	34.7	220.3	1.2	0.091	0.976	(  6d)	MPO129030	2007 VU6	2007 11 03  G96  Mt. Lemmon Survey
	2007	VD3	0.826	1.118	0.12898	22.2	20131104	257.7	179.9	53.8	13.1	0.15	0.972	2	MPO167691	2007 VD3	2007 11 02  703  Catalina Sky Survey
	2007	VZ2	0.802	1.171	0.02065	24.7	20131104	135.6	70.6	217.8	30.9	0.187	0.987	(  2d)	MPO129029	2007 VZ2	2007 11 02  703  Catalina Sky Survey
	2007	US12	0.44	1.373	0.01379	22.1	20131104	78.8	44.6	211.2	8.8	0.515	0.906	3	MPO277169	2007 US12	2007 10 30  703  Catalina Sky Survey
	2007	UP6	0.877	1.059	0.01516	23	20131104	235.2	236.3	31.4	9.6	0.094	0.968	2	MPO148620	2007 UP6	2007 10 22  704  LINEAR
	2007	UT3	0.464	1.081	0.00018	25.9	20131104	194.3	25.3	156.4	0.6	0.399	0.773	(  4d)	MPO126834	2007 UT3	2007 10 19  704  LINEAR
	2007	UY1	0.784	1.117	0.00569	22.9	20131104	302.1	273.6	337.8	1	0.175	0.951	2	MPO201116	2007 UY1	2007 10 18  703  Catalina Sky Survey
	2007	UW1	0.798	1.017	0.00119	22.7	20131104	220.5	146.6	26	8.2	0.121	0.908	2	MPO279093	2007 UW1	2007 10 17  699  LONEOS
	2007	US	0.408	1.505	0.09673	22.7	20131104	265.4	202.8	24.3	12	0.573	0.957	(  3d)	MPO131985	2007 US	2007 10 16  G96  Mt. Lemmon Survey
	2007	TN74	0.625	1.167	0.04933	25.6	20131104	299.6	146.1	14.9	9.9	0.303	0.896	(  3d)	MPO126826	2007 TN74	2007 10 14  G96  Mt. Lemmon Survey
	2007	TR68	0.65	1.101	0.02729	25.9	20131104	22.1	145	18.2	11.4	0.258	0.875	(  3d)	MPO126824	2007 TR68	2007 10 12  704  LINEAR
	2007	TD66	0.667	1.267	0.21862	21.8	20131104	306.2	1.3	205.2	14.9	0.31	0.967	3	MPO201114	2007 TD66	2007 10 12  G96  Mt. Lemmon Survey
	2007	TQ24	0.366	1.221	0.01664	22.1	20131104	343.9	29.9	183.6	10.6	0.539	0.793	2	MPO239569	2007 TQ24	2007 10 11  703  Catalina Sky Survey
	2007	TL5	0.351	1.385	0.01228	25.9	20131104	264.5	219.1	12.1	13	0.595	0.868	(  1d)	MPO126814	2007 TL5	2007 10 07  G96  Mt. Lemmon Survey
	2007	TH3	0.851	1.085	0.01414	24.7	20131104	247	238.1	11.9	8.2	0.121	0.968	( 35d)	MPO128955	2007 TH3	2007 10 06  704  LINEAR
	2007	TD	0.321	1.059	0.00567	24.4	20131104	16.6	12.4	185.8	3.5	0.534	0.69	(  7d)	MPO126812	2007 TD	2007 10 02  E12  Siding Spring Survey
	2007	SG11	0.628	1.043	0.02618	22.6	20131104	187.2	345.7	193.7	6.9	0.248	0.835	( 20d)	MPO128953	2007 SG11	2007 09 24  704  LINEAR
	2007	SW2	0.487	1.336	0.10651	21.4	20131104	257.9	173.9	339.7	8.6	0.465	0.912	2	MPO271235	2007 SW2	2007 09 20  703  Catalina Sky Survey
	2007	SV1	0.47	1.043	0.01075	24.7	20131104	288.5	189.8	348.1	4.1	0.378	0.756	( 18d)	MPO126810	2007 SV1	2007 09 20  703  Catalina Sky Survey
	2007	RC20	0.768	1.146	0.0112	26.6	20131104	100.5	309.3	164.4	2.7	0.198	0.957	(  1d)	MPO124530	2007 RC20	2007 09 14  703  Catalina Sky Survey
	2007	RO17	0.751	1.106	0.02466	25.8	20131104	101.8	195.3	355.2	2.4	0.191	0.929	(  4d)	MPO124529	2007 RO17	2007 09 12  G96  Mt. Lemmon Survey
	2007	RP15	0.474	1.419	0.02687	22.8	20131104	318.7	47.3	171.9	15.1	0.499	0.946	(  6d)	MPO124528	2007 RP15	2007 09 13  704  LINEAR
	2007	RF1	0.639	1.035	0.01162	26.1	20131104	217.2	350.8	159.9	2.6	0.237	0.837	(  3d)	MPO124524	2007 RF1	2007 09 03  703  Catalina Sky Survey
	2007	PS25	0.421	1.035	0.0095	25.5	20131104	164.5	7.9	141.5	6.7	0.422	0.728	(  4d)	MPO122902	2007 PS25	2007 08 13  704  LINEAR
	2007	PB8	0.489	1.272	0.15927	20.9	20131104	43.5	169.4	323.2	16.6	0.445	0.881	3	MPO241915	2007 PB8	2007 08 10  691  Spacewatch
	2007	ML24	0.486	1.031	0.02457	19.2	20131104	80.8	201.5	281.9	33.4	0.359	0.758	( 36d)	MPO122894	2007 ML24	2007 06 22  G96  Mt. Lemmon Survey
	2007	MC4	0.803	1.141	0.12307	21.1	20131104	23.2	358.3	109.4	19.2	0.174	0.972	2	MPO141876	2007 MC4	2007 06 19  703  Catalina Sky Survey
	2007	MF	0.935	1.033	0.01413	26.2	20131104	28.5	346.7	85.6	17.5	0.05	0.984	(  2d)	MPO121375	2007 MF	2007 06 16  E12  Siding Spring Survey
	2007	LB15	0.568	1.309	0.00763	19.4	20131104	111.3	237.3	262.8	25.2	0.395	0.938	2	MPO143284	2007 LB15	2007 06 13  703  Catalina Sky Survey
	2007	JB21	0.879	1.093	0.0005	25.4	20131104	323.1	250.6	227.9	13.4	0.109	0.986	(  7d)	MPO120886	2007 JB21	2007 05 12  704  LINEAR
	2007	HA	0.473	1.312	0.01399	20.3	20131104	195	133.1	205.8	33	0.47	0.893	2	MPO266902	2007 HA	2007 04 16  704  LINEAR
	2007	FN3	0.729	1.257	0.14531	23.3	20131104	137.2	138.1	177.6	48.4	0.266	0.993	(  1d)	MPO118244	2007 FN3	2007 03 20  G96  Mt. Lemmon Survey
	2007	EP88	0.096	1.579	0.14271	18.5	20131104	356.1	47	328.6	20.8	0.886	0.837	3	MPO260774	2007 EP88	2007 03 15  E12  Siding Spring Survey
	2007	EB26	0.119	0.98	0.11348	19.6	20131104	354.5	237.4	62.3	8.4	0.783	0.55	(  6d)	MPO118221	2007 EB26	2007 03 10  G96  Mt. Lemmon Survey
	2007	EG	0.478	1.032	0.00869	24.6	20131104	257.1	169.1	166.3	3.1	0.367	0.755	(  6d)	MPO118215	2007 EG	2007 03 09  703  Catalina Sky Survey
	2007	EF	0.484	1.157	0.02595	21.4	20131104	82.2	226	158.4	21.7	0.41	0.82	3	MPO264964	2007 EF	2007 03 09  G96  Mt. Lemmon Survey
	2007	EC	0.745	1.109	0.0237	22.2	20131104	336.4	45.8	307.9	5.8	0.196	0.927	( 51d)	MPO121362	2007 EC	2007 03 02  644  NEAT
	2007	DB61	0.516	1.107	0.01264	23.6	20131104	174.1	209.2	159.2	5.4	0.364	0.811	( 16d)	MPO122878	2007 DB61	2007 02 25  704  LINEAR
	2007	DM8	0.625	1.351	0.01502	26.2	20131104	13.9	61.3	332.6	7.5	0.367	0.988	(  4d)	MPO116402	2007 DM8	2007 02 21  G96  Mt. Lemmon Survey
	2007	DE8	0.601	1.147	0.05041	23.3	20131104	312.2	327	327	13.1	0.312	0.874	(  1d)	MPO116401	2007 DE8	2007 02 21  G96  Mt. Lemmon Survey
	2007	DD	0.873	1.102	0.00414	25.8	20131104	24.1	77.5	329	2.6	0.116	0.988	3	MPO215125	2007 DD	2007 02 17  703  Catalina Sky Survey
	2007	CA27	0.568	1.163	0.13175	21.3	20131104	304.7	200	123	30	0.344	0.866	2	MPO248830	2007 CA27	2007 02 13  703  Catalina Sky Survey
	2007	CT26	0.524	1.186	0.00231	23.4	20131104	279.7	44.4	321.7	2.9	0.387	0.855	2	MPO195916	2007 CT26	2007 02 13  704  LINEAR
	2007	CM26	0.773	1.112	0.06078	25.1	20131104	344.7	152.3	142.7	7.1	0.18	0.942	( 11d)	MPO116394	2007 CM26	2007 02 10  G96  Mt. Lemmon Survey
	2007	CS5	0.811	1.15	0.00076	24.6	20131104	68.6	261.4	125.2	0.8	0.173	0.98	( 16d)	MPO116391	2007 CS5	2007 02 07  G96  Mt. Lemmon Survey
	2007	BU7	0.627	1.263	0.0094	24.1	20131104	220.5	241.6	120.3	21.1	0.337	0.945	(  7d)	MPO114833	2007 BU7	2007 01 24  699  LONEOS
	2007	BG	0.526	1.047	0.05288	19.5	20131104	68	133.3	168.4	12.7	0.331	0.787	4	E2014-D39	2007 BG	2007 01 18  E12  Siding Spring Survey
	2007	BD	0.481	0.986	0.00168	25.4	20131104	116.2	359.2	297.5	9.3	0.344	0.734	(  4d)	MPO118187	2007 BD	2007 01 16  703  Catalina Sky Survey
	2007	BB	0.8	1.064	0.00107	27.8	20131104	89.5	301.8	297.9	3.5	0.142	0.932	(  2d)	MPO114832	2007 BB	2007 01 17  703  Catalina Sky Survey
	2007	AA9	0.497	1.219	0.01537	22.2	20131104	310.6	55.8	270.9	6.8	0.42	0.858	2	MPO192506	2007 AA9	2007 01 13  704  LINEAR
	2007	AM	0.425	1.172	0.09673	21.6	20131104	29	172.5	107.2	11.7	0.467	0.799	( 31d)	MPO116378	2007 AM	2007 01 08  G96  Mt. Lemmon Survey
	2007	AG	0.451	0.99	0.00344	20.2	20131104	226.4	5.6	283.3	11.9	0.374	0.72	4	MPO215123	2007 AG	2007 01 08  G96  Mt. Lemmon Survey
	2006	YF13	0.548	1.29	0.08212	20	20131104	43	95.3	205.3	10.5	0.404	0.919	3	MPO281880	2006 YF13	2006 12 26  E12  Siding Spring Survey
	2006	YM	0.787	1.009	0.02291	24.4	20131104	222.5	171	86.4	12.9	0.124	0.898	(  8d)	MPO114822	2006 YM	2006 12 18  704  LINEAR
	2006	XP4	0.686	1.06	0.00407	23.9	20131104	323.5	343.7	296.4	0.5	0.214	0.873	( 41d)	MPO114816	2006 XP4	2006 12 14  G96  Mt. Lemmon Survey
	2006	XO4	0.586	1.092	0.02741	23.4	20131104	115.6	29.1	266.8	8.5	0.301	0.839	( 25d)	MPO114816	2006 XO4	2006 12 14  G96  Mt. Lemmon Survey
	2006	XX2	0.681	1.288	0.01706	25.1	20131104	97.5	67.5	260.6	17.5	0.308	0.984	(  8d)	MPO113004	2006 XX2	2006 12 12  704  LINEAR
	2006	WR127	0.566	1.248	0.19096	20.3	20131104	199.8	351.4	260.8	16.8	0.376	0.907	4	MPO254755	2006 WR127	2006 11 25  G96  Mt. Lemmon Survey
	2006	WE4	0.641	0.928	0.10184	18.8	20131104	197.5	318.6	311	24.8	0.183	0.785	3	MPO192499	2006 WE4	2006 11 21  G96  Mt. Lemmon Survey
	2006	WO3	0.442	1.158	0.13205	21.6	20131104	42	9.7	252.6	21.2	0.447	0.8	3	MPO234380	2006 WO3	2006 11 20  703  Catalina Sky Survey
