Designation (and name)	Prov	. Des.	q	Q	EMoid	H	Epoch	M	Peri.	Node	Incl.	e	a	Opps.	Ref.	Designation (and name)	"Discovery date, site and discoverer(s)"
-162361	2000	AF6	0.517	1.239	0.02359	20.1	20131104	72.3	200.1	110.8	2.7	0.411	0.878	7	MPO285052	(162361)                   2000 AF6	2000 01 04  704  LINEAR
-162142	1998	VR	0.597	1.154	0.15145	18.6	20131104	302.4	170.7	46.4	21.8	0.318	0.876	7	MPO245203	(162142)                   1998 VR	1998 11 10  704  LINEAR
-162117	1998	SD15	0.611	1.254	0.11054	19.1	20131104	29.3	35.8	184	26.8	0.345	0.932	5	MPO170010	(162117)                   1998 SD15	1998 09 23  704  LINEAR
-162080	1998	DG16	0.575	1.218	0.187	19.8	20131104	0.8	356.8	344.4	16.2	0.358	0.897	5	MPO285051	(162080)                   1998 DG16	1998 02 27  566  NEAT
-162015	1994	TF2	0.711	1.275	0.25434	19.2	20131104	322.5	349.7	175.3	23.8	0.284	0.993	9	MPO122918	(162015)                   1994 TF2	1994 10 05  413  R. H. McNaught
-162004	1991	VE	0.299	1.483	0.05781	18.2	20131104	144.3	193.6	61.9	7.2	0.665	0.891	14	MPO280858	(162004)                   1991 VE	"1991 11 03  675  E. F. Helin, K. J. Lawrence"
-153415	2001	QP153	0.701	1.082	0.07413	17	20131104	286.8	244.3	317.7	50.2	0.214	0.891	7	MPO241133	(153415)                   2001 QP153	2001 08 27  704  LINEAR
-153201	2000	WO107	0.2	1.623	0.00312	19.3	20131104	8	213.7	69.3	7.8	0.781	0.911	10	MPO280800	(153201)                   2000 WO107	2000 11 29  704  LINEAR
-152931	2000	EA107	0.506	1.354	0.16319	15.8	20131104	259.8	278	52.9	28.6	0.456	0.93	8	MPO214660	(152931)                   2000 EA107	2000 03 15  704  LINEAR
-152742	1998	XE12	0.229	1.527	0.11153	19.1	20131104	147	353.1	280.1	13.4	0.739	0.878	13	MPO280797	(152742)                   1998 XE12	1998 12 14  704  LINEAR
-152637	1997	NC1	0.685	1.046	0.01573	18	20131104	256.7	16.6	96.6	16.7	0.208	0.866	7	MPO266498	(152637)                   1997 NC1	1997 07 05  566  NEAT
-152563	1992	BF	0.661	1.155	0.06228	19.8	20131104	268.1	336.4	315.4	7.3	0.272	0.908	5	MPO190215	(152563)                   1992 BF	"1992 01 30  675  K. J. Lawrence, E. F. Helin"
-144900	2004	VG64	0.334	1.603	0.02814	18.3	20131104	212.1	43.9	208.9	36.3	0.656	0.968	9	MPO284982	(144900)                   2004 VG64	2004 11 13  703  CSS
-141531	2002	GB	0.467	1.517	0.28036	19	20131104	332.1	8.3	40.8	22.6	0.529	0.992	12	MPO264251	(141531)                   2002 GB	2002 04 01  704  LINEAR
-141498	2002	EZ16	0.4	1.444	0.17668	18.3	20131104	193.5	25.3	262.9	30.1	0.567	0.922	12	MPO280730	(141498)                   2002 EZ16	2002 03 08  568  D. J. Tholen
-141484	2002	DB4	0.541	1.175	0.15427	16.4	20131104	358.2	94.1	234.3	16.6	0.369	0.858	8	MPO284971	(141484)                   2002 DB4	2002 02 26  699  LONEOS
-141432	2002	CQ11	0.56	1.398	0.01945	20	20131104	123.4	272.8	81.4	2.5	0.428	0.979	11	MPO236908	(141432)                   2002 CQ11	2002 02 06  704  LINEAR
-141424	2002	CD	0.807	1.153	0.07189	20.5	20131104	174	331.7	8.7	6.9	0.177	0.98	6	MPO122654	(141424)                   2002 CD	2002 02 01  704  LINEAR
-140333	2001	TD2	0.499	1.425	0.18502	18.8	20131104	37.2	199.1	12.9	19	0.481	0.962	6	MPO214617	(140333)                   2001 TD2	2001 10 10  644  NEAT
-138258	2000	GD2	0.397	1.119	0.07048	19.1	20131104	3.2	17	358.1	32.1	0.477	0.758	5	MPO226847	(138258)                   2000 GD2	2000 04 03  704  LINEAR
-138127	2000	EE14	0.309	1.015	0.02413	17	20131104	314	197.8	155.8	26.5	0.533	0.662	12	MPO284955	(138127)                   2000 EE14	2000 03 04  704  LINEAR
-137924	2000	BD19	0.092	1.661	0.09102	17.2	20131104	88.1	324.3	333.8	25.7	0.895	0.876	14	MPO284954	(137924)                   2000 BD19	2000 01 26  704  LINEAR
-137805	1999	YK5	0.366	1.292	0.11489	16.6	20131104	270.6	292.8	349.6	16.7	0.558	0.829	11	MPO266456	(137805)                   1999 YK5	1999 12 28  704  LINEAR
-137170	1999	HF1	0.44	1.198	0.1746	14.5	20131104	331.3	253.4	155.9	25.7	0.462	0.819	15	MPO284950	(137170)                   1999 HF1	1999 04 20  699  LONEOS
(136818) Selqet	1997	MW1	0.613	1.263	0.11257	19.1	20131104	172.4	203.8	260	12.8	0.347	0.938	6	MPO104503	(136818) Selqet            1997 MW1	1997 06 29  683  R. A. Tucker
-105140	2000	NL10	0.167	1.661	0.35598	15.8	20131104	206.2	281.6	237.4	32.5	0.817	0.914	14	MPO280479	(105140)                   2000 NL10	2000 07 10  704  LINEAR
(99942) Apophis	2004	MN4	0.746	1.098	0.00074	19.2	20131104	98.1	126.4	204.2	3.3	0.191	0.922	9	MPO280437	(99942) Apophis           2004 MN4	"2004 06 19  695  R. A. Tucker, D. J. Tholen, F. Bernardi"
-99907	1989	VA	0.295	1.162	0.15489	17.9	20131104	19.8	2.8	225.6	28.8	0.595	0.728	8	MPO251027	(99907)                   1989 VA	1989 11 02  675  C. S. Shoemaker
-96590	1998	XB	0.589	1.227	0.11394	16.2	20131104	280.1	202.7	75.8	13.6	0.351	0.908	11	MPO244897	(96590)                   1998 XB	1998 12 01  327  Beijing Schmidt CCD Asteroid Program
-88213	2001	AF2	0.386	1.522	0.17244	19.7	20131104	43.1	195	114.3	17.8	0.595	0.954	6	MPO280355	(88213)                   2001 AF2	2001 01 02  704  LINEAR
-87684	2000	SY2	0.307	1.41	0.04644	16	20131104	268	47.7	162.1	19.2	0.643	0.859	12	MPO280351	(87684)                   2000 SY2	2000 09 20  704  LINEAR
-87309	2000	QP	0.455	1.24	0.20122	17.7	20131104	215.9	188.1	294.3	34.7	0.463	0.847	7	MPO266312	(87309)                   2000 QP	2000 08 21  704  LINEAR
-86667	2000	FO10	0.348	1.37	0.13265	17.4	20131104	185.6	172.4	208.4	14.3	0.595	0.859	9	MPO257398	(86667)                   2000 FO10	2000 03 30  704  LINEAR
-86450	2000	CK33	0.567	1.37	0.12517	18.2	20131104	257	215.6	124.9	18.1	0.415	0.968	6	MPO160678	(86450)                   2000 CK33	2000 02 02  704  LINEAR
-85989	1999	JD6	0.324	1.441	0.04864	17.1	20131104	267.1	309.2	130.2	17.1	0.633	0.883	11	MPO270508	(85989)                   1999 JD6	1999 05 12  699  LONEOS
-85953	1999	FK21	0.219	1.258	0.07031	18	20131104	269.2	172.4	180.5	12.6	0.703	0.739	10	MPO253867	(85953)                   1999 FK21	1999 03 24  704  LINEAR
-85770	1998	UP1	0.654	1.343	0.08393	20.5	20131104	123.2	234.3	18.4	33.2	0.345	0.998	16	MPO276054	(85770)                   1998 UP1	1998 10 18  704  LINEAR
-68347	2001	KB67	0.597	1.329	0.01513	19.9	20131104	136.6	243.8	245.9	17.1	0.38	0.963	4	MPO200132	(68347)                   2001 KB67	2001 05 30  704  LINEAR
-66400	1999	LT7	0.366	1.345	0.05862	19.3	20131104	304	341.3	79.9	9.1	0.573	0.855	6	MPO266240	(66400)                   1999 LT7	1999 06 09  704  LINEAR
-66391	1999	KW4	0.2	1.085	0.01189	16.5	20131104	198.3	192.6	244.9	38.9	0.688	0.642	12	MPO263856	(66391)                   1999 KW4	1999 05 20  704  LINEAR
-66146	1998	TU3	0.406	1.168	0.0735	14.6	20131104	346.9	84.7	102.2	5.4	0.484	0.787	15	MPO244716	(66146)                   1998 TU3	1998 10 13  704  LINEAR
-66063	1998	RO1	0.277	1.704	0.0918	18.1	20131104	30.1	151.1	351.9	22.7	0.72	0.991	14	MPO267910	(66063)                   1998 RO1	1998 09 14  704  LINEAR
-65679	1989	UQ	0.673	1.157	0.01398	19.4	20131104	11	14.9	178.2	1.3	0.265	0.915	8	MPO210791	(65679)                   1989 UQ	1989 10 26  010  C. Pollas
-33342	1998	WT24	0.418	1.019	0.00993	17.9	20131104	37.5	167.3	82	7.3	0.418	0.718	10	MPO284408	(33342)                   1998 WT24	1998 11 25  704  LINEAR
-5604	1992	FE	0.551	1.303	0.03444	17.1	20131104	183.2	82.5	311.9	4.8	0.405	0.927	12	MPO250262	(5604)                   1992 FE	1992 03 26  413  R. H. McNaught
-5590	1990	VA	0.71	1.261	0.12114	19.7	20131104	317	34.5	216.3	14.2	0.279	0.986	7	MPO 41499	(5590)                   1990 VA	1990 11 09  691  Spacewatch
(5381) Sekhmet	1991	JY	0.667	1.228	0.11078	16.5	20131104	244.2	37.4	58.6	49	0.296	0.947	9	MPO265986	(5381) Sekhmet           1991 JY	1991 05 14  675  C. S. Shoemaker
(3753) Cruithne	1986	TO	0.484	1.511	0.07068	15.6	20131104	312.9	43.8	126.2	19.8	0.515	0.998	31	MPO272655	(3753) Cruithne          1986 TO	1986 10 10  413  J. D. Waldron
(3554) Amun	1986	EB	0.701	1.247	0.24882	15.82	20131104	84.1	359.4	358.6	23.4	0.28	0.974	18	MPO284178	(3554) Amun              1986 EB	"1986 03 04  675  C. S. Shoemaker, E. M. Shoemaker"
(3362) Khufu	1984	QA	0.526	1.453	0.01316	18.3	20131104	314.7	55	152.5	9.9	0.468	0.989	18	MPO 73856	(3362) Khufu             1984 QA	"1984 08 30  675  R. S. Dunbar, M. A. Barucci"
(2340) Hathor	1976	UA	0.464	1.224	0.00688	20	20131104	7.6	40	211.5	5.9	0.45	0.844	8	MPO219525	(2340) Hathor            1976 UA	1976 10 22  675  C. T. Kowal
(2100) Ra-Shalom	1978	RA	0.469	1.195	0.14981	16.05	20131104	295	356	170.8	15.8	0.436	0.832	19	MPO275457	(2100) Ra-Shalom         1978 RA	1978 09 10  675  E. F. Helin
(2062) Aten	1976	AA	0.79	1.144	0.11258	16.8	20131104	151.1	148	108.6	18.9	0.183	0.967	15	MPO284164	(2062) Aten              1976 AA	1976 01 07  675  E. F. Helin
