full_name,pdes,name,H,diameter,extent,rot_per,H_sigma,diameter_sigma,moid
       (2009 WS25),2009 WS25,,25.1,,,,,,0.0543379
       (2009 WT25),2009 WT25,,23.1,,,,,,0.23453
       (2009 WU25),2009 WU25,,25,,,,,,0.0101951
       (2009 WV25),2009 WV25,,24,,,5,,,0.00516418
       (2009 WW25),2009 WW25,,20.7,,,,,,0.0942239
       (2009 WV51),2009 WV51,,27.1,,,0.0766,,,0.00103532
       (2009 WY51),2009 WY51,,21.8,,,,,,0.0664708
       (2009 WZ51),2009 WZ51,,25.4,,,,,,0.0300757
       (2009 WA52),2009 WA52,,26.3,,,,,,0.00256555
       (2009 WB52),2009 WB52,,25.7,,,,,,0.0852657
       (2009 WC52),2009 WC52,,18.5,,,,,,0.123951
       (2009 WD52),2009 WD52,,24.9,,,,,,0.0598413
       (2009 WQ52),2009 WQ52,,28.1,,,,,,0.00628291
       (2009 WR52),2009 WR52,,28.3,,,,,,0.00151596
       (2009 WS52),2009 WS52,,23.5,,,,,,0.105006
       (2009 WZ53),2009 WZ53,,24.2,,,,,,0.0287701
       (2009 WA54),2009 WA54,,26.8,,,,,,0.0164334
       (2009 WB54),2009 WB54,,26.4,,,,,,0.0191757
       (2009 WC54),2009 WC54,,23.8,,,,,,0.126509
       (2009 WD54),2009 WD54,,28.5,,,,,,0.00252449
       (2009 WF54),2009 WF54,,25.8,,,,,,0.03331
       (2009 WG54),2009 WG54,,21.1,,,,,,0.257407
       (2009 WF104),2009 WF104,,17.2,,,,,,0.273067
       (2009 WG104),2009 WG104,,20.1,,,,,,0.304624
       (2009 WH104),2009 WH104,,21.1,,,,,,0.265155
       (2009 WW104),2009 WW104,,22.5,,,,,,0.0366088
       (2009 WX104),2009 WX104,,26,,,,,,0.0440173
       (2009 WY104),2009 WY104,,25,,,,,,0.0944416
       (2009 WZ104),2009 WZ104,,20,,,19.304,,,0.029937
       (2009 WA105),2009 WA105,,24,,,,,,0.040399
       (2009 WB105),2009 WB105,,23.3,,,,,,0.0377
       (2009 WM105),2009 WM105,,23,,,,,,0.0355685
       (2009 WN105),2009 WN105,,22.4,,,,,,0.22319
       (2009 WC106),2009 WC106,,25.5,,,,,,0.0119192
       (2009 WE106),2009 WE106,,27.2,,,,,,0.0126294
       (2009 WF106),2009 WF106,,19.8,,,,,,0.0759556
       (2009 WG106),2009 WG106,,25.5,,,,,,0.00641894
       (2009 WH106),2009 WH106,,22.6,,,,,,0.0402831
       (2009 WJ106),2009 WJ106,,25.5,,,,,,0.00686501
       (2009 WK106),2009 WK106,,22.3,,,,,,0.273209
       (2009 WN106),2009 WN106,,24.8,,,,,,0.0389946
       (2009 WO106),2009 WO106,,19.1,,,,,,0.0501113
       (2009 WP106),2009 WP106,,25.2,,,,,,0.0295776
       (2009 WQ106),2009 WQ106,,24.5,,,,,,0.104948
       (2009 WM139),2009 WM139,,18.6,,,,,,0.403516
       (2009 WE253),2009 WE253,,17.9,,,,,,0.271725
       (2009 XD),2009 XD,,18.7,,,,,,0.197379
       (2009 XO),2009 XO,,20.6,,,,,,0.00183608
       (2009 XV),2009 XV,,21,,,,,,0.0213191
       (2009 XQ1),2009 XQ1,,22.3,,,,,,0.183128
       (2009 XR1),2009 XR1,,29.2,,,,,,0.00104444
       (2009 XV1),2009 XV1,,22.9,,,,,,0.0689228
       (2009 XZ1),2009 XZ1,,21.7,,,,,,0.0420653
       (2009 XA2),2009 XA2,,23.2,,,,,,0.0792365
       (2009 XB2),2009 XB2,,20.3,,,,,,0.182152
       (2009 XF2),2009 XF2,,19.9,,,,,,0.0643786
       (2009 XO2),2009 XO2,,23.5,,,1.8,0.2909,,0.0185735
       (2009 XP2),2009 XP2,,25.2,,,,,,0.0146931
       (2009 XQ2),2009 XQ2,,25.2,,,,,,0.0146648
       (2009 XR2),2009 XR2,,18.6,,,5.828,,,0.151764
       (2009 XT6),2009 XT6,,20.2,,,,,,0.0027303
       (2009 XZ6),2009 XZ6,,26.2,,,,,,0.0140437
       (2009 XP7),2009 XP7,,24,,,,,,0.069676
       (2009 XG8),2009 XG8,,18.8,,,,,,0.169275
       (2009 XH8),2009 XH8,,23.2,,,,,,0.0907379
       (2009 XJ8),2009 XJ8,,21,,,,,,0.302021
       (2009 XK8),2009 XK8,,25.1,,,,,,0.027443
       (2009 XL8),2009 XL8,,22.5,,,,,,0.0352245
       (2009 XE11),2009 XE11,,17,,,,,,0.375858
       (2009 YA),2009 YA,,24.8,,,,,,0.0967575
       (2009 YF),2009 YF,,24.7,,,,,,0.017261
       (2009 YO),2009 YO,,18.6,,,,,,0.467984
       (2009 YP),2009 YP,,24,,,,,,0.0502688
       (2009 YQ),2009 YQ,,20.5,,,,,,0.0925276
       (2009 YR),2009 YR,,28,,,,,,0.0018466
       (2009 YS),2009 YS,,25.3,,,,,,0.00340223
       (2009 YT6),2009 YT6,,20.6,,,,,,0.0944636
       (2009 YU6),2009 YU6,,21.4,,,,,,0.0800075
       (2009 YV6),2009 YV6,,20.9,,,,,,0.147141
       (2010 AE),2010 AE,,19.4,,,,,,0.146977
       (2010 AF),2010 AF,,25,,,,,,0.0245572
       (2010 AJ),2010 AJ,,20.2,,,,,,0.149558
       (2010 AK),2010 AK,,19.5,,,,,,0.0717781
       (2010 AL),2010 AL,,22.6,,,,,,0.0956627
       (2010 AR1),2010 AR1,,25.8,,,,,,0.00300424
       (2010 AK2),2010 AK2,,19,,,,,,0.261612
       (2010 AL2),2010 AL2,,26.7,,,,,,0.0284677
       (2010 AM2),2010 AM2,,23.7,,,,,,0.0151586
       (2010 AN2),2010 AN2,,22.2,,,,,,0.066895
       (2010 AO2),2010 AO2,,22.6,,,,,,0.167049
       (2010 AB3),2010 AB3,,23.3,,,,,,0.0629944
       (2010 AC3),2010 AC3,,22.5,,,,,,0.187951
       (2010 AD3),2010 AD3,,24,,,,,,0.103827
       (2010 AE3),2010 AE3,,23.7,,,,,,0.0408778
       (2010 AF3),2010 AF3,,26.1,,,,,,0.0494596
       (2010 AG3),2010 AG3,,27.5,,,,,,0.0145843
       (2010 AH3),2010 AH3,,26.3,,,,,,0.00526421
       (2010 AJ3),2010 AJ3,,24.5,,,,,,0.0114399
       (2010 AE30),2010 AE30,,23.6,,,,,,0.0072836
       (2010 AF30),2010 AF30,,21.7,,,,,,0.0433217
       (2010 AG30),2010 AG30,,27.1,,,,,,0.00648367
       (2010 AH30),2010 AH30,,18.3,,,,,,0.213152
       (2010 AJ30),2010 AJ30,,22.7,,,,,,0.0457064
       (2010 AL30),2010 AL30,,27.2,,,0.1466,,,0.000980743
       (2010 AE40),2010 AE40,,23.9,,,,,,0.0626805
       (2010 AF40),2010 AF40,,25,,,,,,0.00202712
       (2010 AG40),2010 AG40,,22.1,,,,,,0.0336832
       (2010 AL60),2010 AL60,,22.4,,,,,,0.0563734
       (2010 AM60),2010 AM60,,23.8,,,,,,0.0761528
       (2010 AN60),2010 AN60,,26.9,,,,,,0.0078721
       (2010 AO60),2010 AO60,,21.8,,,,,,0.0818286
       (2010 AN61),2010 AN61,,27,,,,,,0.0206023
       (2010 AB78),2010 AB78,,18.3,,,,,,0.204689
       (2010 AG79),2010 AG79,,20.2,,,,,,0.243698
       (2010 AQ81),2010 AQ81,,20,,,,,,0.232051
       (2010 AU118),2010 AU118,,17.7,,,,,,0.146687
       (2010 BB),2010 BB,,20.4,,,,,,0.0110754
       (2010 BC),2010 BC,,22.2,,,,,,0.0155422
       (2010 BQ),2010 BQ,,20.2,,,,,,0.124269
       (2010 BG2),2010 BG2,,19.9,,,,,,0.0617524
       (2010 BH2),2010 BH2,,19.5,,,,,,0.356186
       (2010 BK2),2010 BK2,,22,,,,,,0.0328758
       (2010 BL2),2010 BL2,,16.4,,,,,,0.517652
       (2010 BU2),2010 BU2,,24.5,,,,,,0.0129417
       (2010 BB3),2010 BB3,,20.3,,,,,,0.267224
       (2010 BC3),2010 BC3,,20.5,,,,,,0.112773
       (2010 BT3),2010 BT3,,21.4,,,,,,0.200346
       (2010 BZ4),2010 BZ4,,22.5,,,,,,0.109828
       (2010 BG5),2010 BG5,,24,,,,,,0.0155033
       (2010 CA),2010 CA,,24.5,,,,,,0.000134526
       (2010 CL),2010 CL,,25,,,,,,0.0452258
       (2010 CM),2010 CM,,18.4,,,,,,0.267106
       (2010 CN),2010 CN,,23.4,,,,,,0.110504
       (2010 CT),2010 CT,,20.3,,,,,,0.172232
       (2010 CJ1),2010 CJ1,,24.1,,,,,,0.0143655
       (2010 CK1),2010 CK1,,24,,,,,,0.0536989
       (2010 CL1),2010 CL1,,19.5,,,,,,0.367438
       (2010 CM1),2010 CM1,,25.2,,,,,,0.0484369
       (2010 CN1),2010 CN1,,19,,,,,,0.145131
       (2010 CO1),2010 CO1,,21.5,,,,,,0.0206244
       (2010 CR1),2010 CR1,,18.5,,,,,,0.0656165
       (2010 CR5),2010 CR5,,19.8,,,,,,0.0636883
       (2010 CG18),2010 CG18,,20.8,,,,,,0.129097
       (2010 CH18),2010 CH18,,19,,,,,,0.331963
       (2010 CJ18),2010 CJ18,,26.8,,,,,,0.00651728
       (2010 CL18),2010 CL18,,18.3,,,,,,0.215711
       (2010 CB19),2010 CB19,,24.5,,,,,,0.00410266
       (2010 CC19),2010 CC19,,22.3,,,,,,0.0545131
       (2010 CD19),2010 CD19,,18,,,,,,0.0754225
       (2010 CE19),2010 CE19,,25.2,,,,,,0.0475128
       (2010 CF19),2010 CF19,,21.7,,,,,,0.0319002
       (2010 CG19),2010 CG19,,19.4,,,,,,0.3692
       (2010 CH19),2010 CH19,,22.2,,,,,,0.0612232
       (2010 CK19),2010 CK19,,27.9,,,,,,0.000245118
       (2010 CM19),2010 CM19,,25,,,,,,0.00600309
       (2010 CN19),2010 CN19,,26.3,,,,,,0.0157414
       (2010 CO19),2010 CO19,,25.7,,,,,,0.0585049
       (2010 CP19),2010 CP19,,25.9,,,,,,0.0375787
       (2010 CQ19),2010 CQ19,,27.1,,,,,,0.00934095
       (2010 CR19),2010 CR19,,26.4,,,,,,0.0685502
       (2010 CS19),2010 CS19,,28,,,,,,0.00212138
       (2010 CM44),2010 CM44,,19.3,,,,,,0.208193
       (2010 CN44),2010 CN44,,19.7,,,,,,0.0243507
       (2010 CO44),2010 CO44,,24.6,,,,,,0.0281593
       (2010 CP44),2010 CP44,,25.7,,,,,,0.026054
       (2010 CA55),2010 CA55,,21.153,,,,0.085116,,0.151107
       (2010 CB55),2010 CB55,,22.7,,,,,,0.0432809
       (2010 CC55),2010 CC55,,22.5,,,,,,0.0798384
       (2010 CD55),2010 CD55,,23.2,,,,,,0.0116332
       (2010 CE55),2010 CE55,,22.2,,,,,,0.028223
       (2010 CF55),2010 CF55,,21.7,,,,,,0.0536136
       (2010 CH55),2010 CH55,,19.8,,,,,,0.104551
       (2010 CP140),2010 CP140,,19.3,,,,,,0.0970019
       (2010 CN141),2010 CN141,,22.4,,,,,,0.0613022
       (2010 CJ171),2010 CJ171,,21.1,,,,,,0.112557
       (2010 CC180),2010 CC180,,18.7,,,,,,0.302295
       (2010 CV180),2010 CV180,,18.9,,,,,,0.345102
       (2010 CW180),2010 CW180,,20.1,,,,,,0.426279
       (2010 DA),2010 DA,,20.3,,,,,,0.00540051
       (2010 DF),2010 DF,,24.5,,,,,,0.132783
       (2010 DG),2010 DG,,24.8,,,,,,0.116619
       (2010 DH),2010 DH,,20.1,,,,,,0.449857
       (2010 DJ),2010 DJ,,26.5,,,,,,0.0594544
       (2010 DK),2010 DK,,22.9,,,,,,0.330942
       (2010 DL),2010 DL,,27,,,,,,0.0186046
       (2010 DM),2010 DM,,19.1,,,,,,0.0329815
       (2010 DN),2010 DN,,20.9,,,,,,0.413587
       (2010 DO),2010 DO,,21.7,,,,,,0.0172629
       (2010 DP),2010 DP,,18.6,,,,,,0.293008
       (2010 DE1),2010 DE1,,23.9,,,,,,0.194051
       (2010 DF1),2010 DF1,,21.8,,,,,,0.0431074
       (2010 DG1),2010 DG1,,24.5,,,,,,0.00196906
       (2010 DJ1),2010 DJ1,,26.9,,,,,,0.00280758
       (2010 DN1),2010 DN1,,18.6,,,,,,0.323733
       (2010 DT1),2010 DT1,,23.8,,,,,,0.0918278
       (2010 DU1),2010 DU1,,26.5,,,,,,0.00773605
       (2010 DW1),2010 DW1,,20,,,,,,0.00776458
       (2010 DX1),2010 DX1,,21.6,,,,,,0.0687667
       (2010 DY1),2010 DY1,,25.8,,,,,,0.0354269
       (2010 DZ1),2010 DZ1,,25.6,,,,,,0.0294963
       (2010 DE2),2010 DE2,,26.8,,,,,,0.00459401
       (2010 DM21),2010 DM21,,20.4,,,,,,0.259607
       (2010 DB34),2010 DB34,,19.5,,,,,,0.221018
       (2010 DK34),2010 DK34,,20.4,,,,,,0.331725
       (2010 DH56),2010 DH56,,20.3,,,,,,0.333478
       (2010 DJ56),2010 DJ56,,19.3,,,,,,0.0272914
       (2010 DM56),2010 DM56,,19.9,,,,,,0.00734237
       (2010 DG77),2010 DG77,,21.4,,,,,,0.00877605
       (2010 DH77),2010 DH77,,21.8,,,,,,0.145869
       (2010 DJ77),2010 DJ77,,21.575,,,,0.47497,,0.0496589
       (2010 EX11),2010 EX11,,24.1,,,9.4,,,0.0278843
       (2010 ES12),2010 ES12,,25.7,,,,,,0.00330996
       (2010 EH20),2010 EH20,,18,,,,,,0.266185
       (2010 EF21),2010 EF21,,18.4,,,,,,0.107313
       (2010 EG21),2010 EG21,,24.4,,,,,,0.0403095
       (2010 EB43),2010 EB43,,22.2,,,,,,0.0997869
       (2010 EC43),2010 EC43,,23,,,,,,0.00478192
       (2010 ED43),2010 ED43,,19.8,,,,,,0.114221
       (2010 EE43),2010 EE43,,24.3,,,,,,0.0753244
       (2010 EF43),2010 EF43,,26.4,,,,,,0.00540667
       (2010 EG43),2010 EG43,,24.9,,,,,,0.104659
       (2010 EH43),2010 EH43,,18.7,,,,,,0.226016
       (2010 EJ43),2010 EJ43,,21.1,,,,,,0.0968892
       (2010 EK43),2010 EK43,,21.7,,,,,,0.0764794
       (2010 EQ43),2010 EQ43,,18.5,,,,,,0.606565
       (2010 EF44),2010 EF44,,20.2,,,,,,0.0161769
       (2010 EK44),2010 EK44,,19.8,,,,,,0.0221511
       (2010 EN44),2010 EN44,,24.3,,,,,,0.0226177
       (2010 EV45),2010 EV45,,19.7,,,,,,0.194021
       (2010 EW45),2010 EW45,,17.7,,,,,,0.018769
       (2010 EZ45),2010 EZ45,,22.6,,,,,,0.113973
       (2010 EA46),2010 EA46,,23.7,,,,,,0.0282744
       (2010 EC46),2010 EC46,,20.1,,,,,,0.0292091
       (2010 EX119),2010 EX119,,19.4,,,,,,0.159519
       (2010 EC135),2010 EC135,,20.1,,,,,,0.157076
       (2010 FB),2010 FB,,23.8,,,,,,0.0565558
       (2010 FC),2010 FC,,24,,,,,,0.0764179
       (2010 FD),2010 FD,,26,,,,,,0.0595888
       (2010 FK),2010 FK,,23.8,,,,,,0.0330823
       (2010 FL),2010 FL,,19.3,,,,,,0.141482
       (2010 FM),2010 FM,,27.1,,,,,,0.0111976
       (2010 FN),2010 FN,,26.6,,,,,,0.00082737
       (2010 FO),2010 FO,,24,,,,,,0.0869422
       (2010 FP),2010 FP,,20.8,,,,,,0.293872
       (2010 FQ),2010 FQ,,20,,,,,,0.00366416
       (2010 FR),2010 FR,,21.6,,,,,,0.00627492
       (2010 FS),2010 FS,,24.2,,,,,,0.00858181
       (2010 FT),2010 FT,,25.7,,,,,,0.0131032
       (2010 FU),2010 FU,,24.7,,,,,,0.0375094
       (2010 FA6),2010 FA6,,24.2,,,,,,0.108441
       (2010 FB6),2010 FB6,,22,,,,,,0.109563
       (2010 FC6),2010 FC6,,20.2,,,,,,0.436352
       (2010 FD6),2010 FD6,,26.8,,,,,,0.00275387
       (2010 FD7),2010 FD7,,22.1,,,,,,0.0553682
       (2010 FE7),2010 FE7,,23.7,,,,,,0.00229592
       (2010 FF7),2010 FF7,,19.5,,,,,,0.138458
       (2010 FP9),2010 FP9,,23.6,,,,,,0.174554
       (2010 FQ9),2010 FQ9,,22.9,,,,,,0.244359
       (2010 FR9),2010 FR9,,26.1,,,,,,0.0154205
       (2010 FS9),2010 FS9,,24.9,,,,,,0.0408449
       (2010 FT9),2010 FT9,,24.3,,,,,,0.0468364
       (2010 FU9),2010 FU9,,26.9,,,,,,0.00112452
       (2010 FV9),2010 FV9,,25.4,,,,,,0.00280447
       (2010 FW9),2010 FW9,,26.7,,,,,,0.00211376
       (2010 FX9),2010 FX9,,24.2,,,,,,0.0140881
       (2010 FY9),2010 FY9,,26.7,,,,,,0.00955863
       (2010 FA10),2010 FA10,,26,,,,,,0.0122389
       (2010 FB10),2010 FB10,,22.2,,,,,,0.0924019
       (2010 FF10),2010 FF10,,21.7,,,,,,0.0374176
       (2010 FL48),2010 FL48,,22,,,,,,0.139646
       (2010 FX80),2010 FX80,,20.6,,,,,,0.53426
       (2010 FY80),2010 FY80,,19.7,,,,,,0.139508
       (2010 FZ80),2010 FZ80,,20.3,,,,,,0.298721
       (2010 FA81),2010 FA81,,22.3,,,,,,0.034175
       (2010 FB81),2010 FB81,,21.4,,,,,,0.0956819
       (2010 FC81),2010 FC81,,21.8,,,0.3263,,,0.0266154
       (2010 FG81),2010 FG81,,23.3,,,,,,0.0187709
       (2010 FH81),2010 FH81,,21.7,,,,,,0.0354864
       (2010 FJ81),2010 FJ81,,20.8,,,,,,0.122064
       (2010 FO92),2010 FO92,,20,,,,,,0.0784442
       (2010 GU5),2010 GU5,,24.6,,,,,,0.0610006
       (2010 GZ5),2010 GZ5,,22.8,,,,,,0.0477058
       (2010 GA6),2010 GA6,,26,,,,,,0.00316855
       (2010 GB6),2010 GB6,,22.1,,,,,,0.0943858
       (2010 GC6),2010 GC6,,21.4,,,,,,0.204705
       (2010 GD6),2010 GD6,,23.8,,,,,,0.00792452
       (2010 GT6),2010 GT6,,21.6,,,,,,0.0856911
       (2010 GU6),2010 GU6,,20.7,,,,,,0.0963093
       (2010 GY6),2010 GY6,,19.4,,,,,,0.0923486
       (2010 GZ6),2010 GZ6,,19.5,,,,,,0.310273
       (2010 GA7),2010 GA7,,21.2,,,,,,0.162985
       (2010 GF7),2010 GF7,,25.9,,,0.03181,,,0.00631134
       (2010 GG7),2010 GG7,,21.7,,,,,,0.29212
       (2010 GH7),2010 GH7,,27.3,,,,,,0.00158021
       (2010 GR7),2010 GR7,,18.4,,,,,,0.283699
       (2010 GS7),2010 GS7,,21.5,,,,,,0.0445842
       (2010 GT7),2010 GT7,,20.2,,,,,,0.0281734
       (2010 GU21),2010 GU21,,21.1,,,4.326,,,0.0109459
       (2010 GK23),2010 GK23,,19.7,,,,,,0.0970334
       (2010 GL23),2010 GL23,,22.8,,,,,,0.0643771
       (2010 GM23),2010 GM23,,24.7,,,,,,0.00205784
       (2010 GV23),2010 GV23,,27.6,,,,,,0.00385014
       (2010 GW23),2010 GW23,,24,,,,,,0.0140236
       (2010 GX23),2010 GX23,,23,,,,,,0.0280475
       (2010 GY23),2010 GY23,,25.2,,,,,,0.060205
       (2010 GA24),2010 GA24,,21,,,,,,0.0490713
       (2010 GD25),2010 GD25,,26.4,,,,,,0.0132506
       (2010 GE25),2010 GE25,,20,,,,,,0.22046
       (2010 GF25),2010 GF25,,19.7,,,,,,0.392961
       (2010 GE30),2010 GE30,,23.7,,,,,,0.134246
       (2010 GF30),2010 GF30,,21.6,,,,,,0.256363
       (2010 GH30),2010 GH30,,20.9,,,,,,0.293276
       (2010 GJ30),2010 GJ30,,24.6,,,,,,0.0897178
       (2010 GO33),2010 GO33,,19.2,,,,,,0.19562
       (2010 GP33),2010 GP33,,25.8,,,,,,0.0174303
       (2010 GQ33),2010 GQ33,,25.9,,,,,,0.0373801
       (2010 GR33),2010 GR33,,22.6,,,,,,0.0613628
       (2010 GZ33),2010 GZ33,,22.3,,,,,,0.127722
       (2010 GA34),2010 GA34,,22.5,,,,,,0.0412687
       (2010 GC35),2010 GC35,,24.7,,,,,,0.0572744
       (2010 GD35),2010 GD35,,24.5,,,,,,0.0386184
       (2010 GE35),2010 GE35,,23,,,,,,0.000397894
       (2010 GW62),2010 GW62,,19.4,,,,,,0.44066
       (2010 GX62),2010 GX62,,20.2,,,,,,0.0134985
       (2010 GH65),2010 GH65,,18.8,,,,,,0.148439
       (2010 GJ65),2010 GJ65,,21.2,,,,,,0.122953
       (2010 GK65),2010 GK65,,24.5,,,,,,0.00497748
       (2010 GL65),2010 GL65,,25.3,,,,,,0.0112804
       (2010 GM65),2010 GM65,,22.4,,,,,,0.0379654
       (2010 GN67),2010 GN67,,22.2,,,,,,0.0576304
       (2010 GO67),2010 GO67,,25,,,,,,0.0172096
       (2010 GP67),2010 GP67,,22.3,,,,,,0.0168782
       (2010 GC70),2010 GC70,,16.9,,,,,,0.392743
       (2010 GQ75),2010 GQ75,,20.2,,,,,,0.598687
       (2010 GR75),2010 GR75,,19.6,,,,,,0.299149
       (2010 GV147),2010 GV147,,18.5,,,,,,0.317051
       (2010 HA),2010 HA,,23.9,,,,,,0.0333044
       (2010 HC),2010 HC,,21.3,,,,,,0.0910908
       (2010 HF),2010 HF,,26.2,,,,,,0.00638554
       (2010 HG20),2010 HG20,,21.5,,,,0.49256,,0.0654567
       (2010 HP20),2010 HP20,,27.5,,,,,,0.000862346
       (2010 HS20),2010 HS20,,23.3,,,,,,0.00209104
       (2010 HV20),2010 HV20,,21.9,,,,,,0.0896353
       (2010 HW20),2010 HW20,,26.1,,,,,,0.00898138
       (2010 HD33),2010 HD33,,18.3,,,,,,0.37127
       (2010 HQ80),2010 HQ80,,19.7,,,,,,0.00821003
       (2010 HW81),2010 HW81,,21.4,,,,,,0.118272
       (2010 HY103),2010 HY103,,23.8,,,,,,0.0379238
       (2010 HZ104),2010 HZ104,,22.5,,,,,,0.0299975
       (2010 HX107),2010 HX107,,23.4,,,,,,0.0132111
       (2010 HZ108),2010 HZ108,,20.9,,,,,,0.106744
       (2010 JA),2010 JA,,27,,,,,,0.00386356
       (2010 JE),2010 JE,,20.2,,,,,,0.107291
       (2010 JF),2010 JF,,19.2,,,,,,0.401122
       (2010 JG),2010 JG,,20.9,,,,,,0.0296021
       (2010 JJ1),2010 JJ1,,25.4,,,,,,0.043471
       (2010 JK1),2010 JK1,,24.4,,,,,,0.00182075
       (2010 JL1),2010 JL1,,25.5,,,,,,0.03576
       (2010 JM1),2010 JM1,,26,,,,,,0.0322258
       (2010 JH3),2010 JH3,,25.3,,,,,,0.0185002
       (2010 JJ3),2010 JJ3,,23.6,,,,,,0.0207359
       (2010 JK33),2010 JK33,,21.1,,,,,,0.0244949
       (2010 JL33),2010 JL33,,17.7,,,9.41,,,0.0334072
       (2010 JM33),2010 JM33,,26.5,,,,,,0.030243
       (2010 JN33),2010 JN33,,20.4,,,,,,0.255876
       (2010 JO33),2010 JO33,,25,,,,,,0.00683853
       (2010 JR34),2010 JR34,,27.7,,,,,,0.00374326
       (2010 JS34),2010 JS34,,20.8,,,,,,0.369794
       (2010 JT34),2010 JT34,,19,,,,,,0.0562179
       (2010 JU34),2010 JU34,,22.2,,,,,,0.262046
       (2010 JV34),2010 JV34,,20.8,,,,,,0.0381857
       (2010 JW34),2010 JW34,,28.1,,,,,,0.00726721
       (2010 JA35),2010 JA35,,20.4,,,,,,0.226703
       (2010 JT39),2010 JT39,,23.6,,,,,,0.0412934
       (2010 JU39),2010 JU39,,19.6,,,,,,0.00510447
       (2010 JV39),2010 JV39,,23.6,,,,,,0.106968
       (2010 JW39),2010 JW39,,24.5,,,,,,0.0230364
       (2010 JJ41),2010 JJ41,,21.8,,,,,,0.022096
       (2010 JK41),2010 JK41,,20.1,,,,,,0.247265
       (2010 JL41),2010 JL41,,20.7,,,,,,0.125298
       (2010 JM41),2010 JM41,,21,,,,,,0.24275
       (2010 JA43),2010 JA43,,20.9,,,,,,0.164426
       (2010 JN71),2010 JN71,,21.4,,,,,,0.0294706
       (2010 JO71),2010 JO71,,23.9,,,0.4561,,,0.0461815
       (2010 JL77),2010 JL77,,24.2,,,,,,0.0731274
       (2010 JG80),2010 JG80,,24,,,,,,0.114831
       (2010 JH80),2010 JH80,,24.5,,,,,,0.021775
       (2010 JD87),2010 JD87,,19.2,,,,,,0.28315
       (2010 JE87),2010 JE87,,20.6,,,,,,0.0347578
       (2010 JF87),2010 JF87,,19.2,,,,,,0.0531381
       (2010 JG87),2010 JG87,,19.3,,,,,,0.209461
       (2010 JH87),2010 JH87,,19.6,,,,,,0.222983
       (2010 JE88),2010 JE88,,21.5,,,2,,,0.00705263
       (2010 JF88),2010 JF88,,18.5,,,,,,0.152286
       (2010 JG88),2010 JG88,,19.4,,,,,,0.052332
       (2010 JH88),2010 JH88,,18.1,,,,,,0.359628
       (2010 JL88),2010 JL88,,26.8,,,0.0068295,,,0.00118963
       (2010 JH110),2010 JH110,,26.3,,,,,,0.00407081
       (2010 JM151),2010 JM151,,19.6,,,,,,0.112858
       (2010 JV153),2010 JV153,,20,,,,,,0.158894
       (2010 KC),2010 KC,,24.1,,,,,,0.0201043
       (2010 KD),2010 KD,,21.9,,,,,,0.213693
       (2010 KE),2010 KE,,26.7,,,,,,0.0143788
       (2010 KH),2010 KH,,19.4,,,,,,0.366535
       (2010 KU7),2010 KU7,,22.2,,,,,,0.0501948
       (2010 KV7),2010 KV7,,26,,,,,,0.0012644
       (2010 KA8),2010 KA8,,21.4,,,,,,0.0966791
       (2010 KB8),2010 KB8,,24,,,,,,0.00702593
       (2010 KO10),2010 KO10,,27.1,,,0.129,,,0.000231483
       (2010 KP10),2010 KP10,,23.4,,,,,,0.0609113
       (2010 KQ10),2010 KQ10,,21.4,,,,,,0.0209154
       (2010 KR10),2010 KR10,,19.5,,,,,,0.00207684
       (2010 KU10),2010 KU10,,19.5,,,,,,0.214219
       (2010 KJ37),2010 KJ37,,24,,,,,,0.090362
       (2010 KK37),2010 KK37,,25.7,,,0.0284254,,,0.000209436
       (2010 KV39),2010 KV39,,26.8,,,,,,0.000870614
       (2010 KY39),2010 KY39,,20.1,,,,,,0.302207
       (2010 KB61),2010 KB61,,20.5,,,,,,0.0499769
       (2010 KZ117),2010 KZ117,,19.2,,,,,,0.164191
       (2010 KK127),2010 KK127,,20.7,,,,,,0.279612
       (2010 KY127),2010 KY127,,16.6,,,,,,0.704054
       (2010 LF),2010 LF,,24.1,,,,,,0.0649399
       (2010 LF14),2010 LF14,,23.7,,,,,,0.0808324
       (2010 LH14),2010 LH14,,22,,,,,,0.0539157
       (2010 LJ14),2010 LJ14,,17.8,,,,,,0.172467
       (2010 LM14),2010 LM14,,21.5,,,,,,0.313779
       (2010 LN14),2010 LN14,,21.1,,,,,,0.0184369
       (2010 LE15),2010 LE15,,19.5,,,,,,0.0224132
       (2010 LQ33),2010 LQ33,,19.4,,,,,,0.227256
       (2010 LK34),2010 LK34,,21.9,,,,,,0.00755043
       (2010 LL34),2010 LL34,,19.4,,,,,,0.0618174
       (2010 LM34),2010 LM34,,23.3,,,,,,0.0481382
       (2010 LJ61),2010 LJ61,,20.9,,,,,,0.0529842
       (2010 LK61),2010 LK61,,21.9,,,,,,0.0970987
       (2010 LZ63),2010 LZ63,,20.1,,,,,,0.0131201
       (2010 LA64),2010 LA64,,23.4,,,,,,0.0937104
       (2010 LB64),2010 LB64,,21.7,,,,,,0.0547488
       (2010 LC64),2010 LC64,,24.6,,,,,,0.0175603
       (2010 LD64),2010 LD64,,25.5,,,,,,0.0743606
       (2010 LF64),2010 LF64,,21.6,,,,,,0.226031
       (2010 LG64),2010 LG64,,20.2,,,,,,0.0414553
       (2010 LE68),2010 LE68,,25.9,,,,,,0.0290235
       (2010 LJ68),2010 LJ68,,22.7,,,,,,0.0267482
