full_name,pdes,name,H,diameter,extent,rot_per,H_sigma,diameter_sigma,moid
       (1996 GD1),1996 GD1,,20.7,,,,,,0.060289
       (1996 HN),1996 HN,,21.5,,,,,,0.290532
       (1996 JA1),1996 JA1,,21,,,5.227,,,0.00859403
       (1996 KE),1996 KE,,19.2,,,,,,0.195897
       (1996 MQ),1996 MQ,,24.5,,,,,,0.0148842
       (1996 RY3),1996 RY3,,20.4,,,,,,0.126421
       (1996 TC1),1996 TC1,,23.9,,,,,,0.0123502
       (1996 TP6),1996 TP6,,20,,,,,,0.0935445
       (1996 TD9),1996 TD9,,23.8,,,,,,0.0218153
       (1996 VB3),1996 VB3,,22.4,,,,,,0.0218308
       (1996 VZ4),1996 VZ4,,24.2,,,,,,0.0436926
       (1996 XZ12),1996 XZ12,,25.4,,,,,,0.00602075
       (1996 XX14),1996 XX14,,19.2,,,,,,0.0997723
       (1997 AC11),1997 AC11,,20.5,,,,,,0.103285
       (1997 CD17),1997 CD17,,27.5,,,,,,0.00753754
       (1997 EN23),1997 EN23,,22.8,,,,,,0.18717
       (1997 GK3),1997 GK3,,23.1,,,,,,0.0903264
       (1997 GL3),1997 GL3,,19.1,,,7.572,,,0.00140695
       (1997 GC32),1997 GC32,,18.5,,,,,,0.0713939
       (1997 GD32),1997 GD32,,21.5,,,,,,0.0149301
       (1997 MS),1997 MS,,19.1,,,,,,0.174391
       (1997 PN),1997 PN,,19.7,,,,,,0.2751
       (1997 QK1),1997 QK1,,20.2,,,,,,0.0142419
       (1997 RT),1997 RT,,19.8,,,,,,0.0542919
       (1997 TZ16),1997 TZ16,,24.5,,,,,,0.00806726
       (1997 TC25),1997 TC25,,24.6,,,,,,0.00125231
       (1997 TT25),1997 TT25,,19.3,,,,,,0.248349
       (1997 UR),1997 UR,,23.2,,,,,,0.0169652
       (1997 UZ10),1997 UZ10,,23,,,,,,0.102244
       (1997 UA11),1997 UA11,,25.2,,,,,,0.00105098
       (1997 VG),1997 VG,,22.2,,,,,,0.0820572
       (1997 VM4),1997 VM4,,18,,,,,,0.110449
       (1997 VN4),1997 VN4,,23.4,,,,,,0.086115
       (1997 VG6),1997 VG6,,19.6,,,,,,0.0479185
       (1997 WQ23),1997 WQ23,,20.7,,,,,,0.0102369
       (1997 XR2),1997 XR2,,20.9,,,,,,2.70E-05
       (1997 XS2),1997 XS2,,19.4,,,,,,0.31737
       (1997 XE10),1997 XE10,,25,,,,,,0.015088
       (1997 XV11),1997 XV11,,18.3,,,,,,0.583891
       (1997 YM3),1997 YM3,,17.2,,,,,,0.118513
       (1997 YM9),1997 YM9,,24,,,,,,0.030476
       (1997 YR10),1997 YR10,,20.1,,,,,,0.165348
       (1998 BY7),1998 BY7,,21.5,,,1.3,,,0.0239008
       (1998 BT13),1998 BT13,,26.5,,,,,,0.0161129
       (1998 BR26),1998 BR26,,26,,,,,,0.0156108
       (1998 DX11),1998 DX11,,27,,,,,,0.0109995
       (1998 DV20),1998 DV20,,20.3,,,,,,0.0697287
       (1998 DK36),1998 DK36,,25,,,,,,0.00843619
       (1998 EE3),1998 EE3,,27.2,,,,,,0.00989096
       (1998 EP4),1998 EP4,,21.5,,,,,,0.0622697
       (1998 FL3),1998 FL3,,22,,,,0.79429,,0.0395354
       (1998 FL5),1998 FL5,,21.5,,,,,,0.104997
       (1998 FM9),1998 FM9,,19.4,,,,,,0.287775
       (1998 FN9),1998 FN9,,20.7,,,,,,0.0952683
       (1998 FG12),1998 FG12,,21,,,,,,0.110843
       (1998 FF14),1998 FF14,,20.7,,,,,,0.0284542
       (1998 FJ74),1998 FJ74,,18.8,,,,,,0.360344
       (1998 GC1),1998 GC1,,20.9,,,,,,0.134702
       (1998 GL10),1998 GL10,,18.5,,,,,,0.152268
       (1998 HH1),1998 HH1,,23.2,,,,,,0.0561833
       (1998 HK1),1998 HK1,,19.6,,,,,,0.230667
       (1998 HM1),1998 HM1,,24.4,,,,,,0.0159891
       (1998 HN3),1998 HN3,,18.3,,,,,,0.236946
       (1998 HD14),1998 HD14,,20.9,,,,,,0.0339218
       (1998 HT31),1998 HT31,,20.8,,,,,,0.0311325
       (1998 HH49),1998 HH49,,21.3,,,,0.8917,,0.00257234
       (1998 HK49),1998 HK49,,22.3,,,,,,0.075191
       (1998 KH),1998 KH,,19,,,,,,0.0711992
       (1998 KD3),1998 KD3,,20.6,,,,,,0.052583
       (1998 KF3),1998 KF3,,18.9,,,,,,0.262875
       (1998 KO3),1998 KO3,,19.5,,,,,,0.0799742
       (1998 KH9),1998 KH9,,18.5,,,,,,0.176602
       (1998 KJ17),1998 KJ17,,23.5,,,,,,0.023609
       (1998 KY26),1998 KY26,,25.5,0.03,,0.1784,,,0.00257652
       (1998 LD),1998 LD,,20.1,,,,,,0.182633
       (1998 LE),1998 LE,,20.5,,,,,,0.0616467
       (1998 MS2),1998 MS2,,20.5,,,,,,0.0807256
       (1998 ME3),1998 ME3,,19.2,,,,,,0.11013
       (1998 MV5),1998 MV5,,24,,,,,,0.0151369
       (1998 MW5),1998 MW5,,19.1,,,,,,0.0760724
       (1998 MR24),1998 MR24,,19.2,,,,,,0.105905
       (1998 OP4),1998 OP4,,24,,,,,,0.0391686
       (1998 QP),1998 QP,,21.2,,,,,,0.0127951
       (1998 QQ),1998 QQ,,18.7,,,,,,0.173952
       (1998 QH1),1998 QH1,,20.7,,,,,,0.167859
       (1998 QV3),1998 QV3,,20.5,,,,,,0.158517
       (1998 QH28),1998 QH28,,22.9,,,,,,0.184804
       (1998 QK28),1998 QK28,,19.4,,,,,,0.00466913
       (1998 QQ52),1998 QQ52,,20.8,,,,,,0.157592
       (1998 QA62),1998 QA62,,19,,,,,,0.0235271
       (1998 QA105),1998 QA105,,21.5,,,,,,0.273994
       (1998 RN1),1998 RN1,,18.9,,,,,,0.219536
       (1998 SG2),1998 SG2,,19.7,,,,,,0.215575
       (1998 SH2),1998 SH2,,20.9,,,,,,0.0109116
       (1998 SJ2),1998 SJ2,,18.1,,,,,,0.170939
       (1998 SS4),1998 SS4,,21.8,,,,,,0.102904
       (1998 SU4),1998 SU4,,21.2,,,,,,0.0216585
       (1998 SD9),1998 SD9,,24.2,,,,,,0.00950617
       (1998 SY14),1998 SY14,,20.6,,,,,,0.0117678
       (1998 SZ14),1998 SZ14,,19.1,,,,,,0.267543
       (1998 SB15),1998 SB15,,21,,,,,,0.111135
       (1998 SZ27),1998 SZ27,,20.6,,,,,,0.00812108
       (1998 SE35),1998 SE35,,19.2,,,,,,0.287034
       (1998 SL36),1998 SL36,,20.3,,,,0.5118,,0.02001
       (1998 SJ70),1998 SJ70,,18.3,,,19.15,,,0.027386
       (1998 TT3),1998 TT3,,18.8,,,,,,0.258202
       (1998 UR),1998 UR,,22.7,,,,,,0.105052
       (1998 UM1),1998 UM1,,23.4,,,,,,0.0148222
       (1998 US18),1998 US18,,20.7,,,,,,0.0319738
       (1998 UY24),1998 UY24,,21.6,,,,,,0.127476
       (1998 VP),1998 VP,,19,,,,,,0.309775
       (1998 VS),1998 VS,,22.3,,,,,,0.0402028
       (1998 VE31),1998 VE31,,20.9,,,,,,0.122357
       (1998 VD32),1998 VD32,,22.2,,,,,,0.0296919
       (1998 VF32),1998 VF32,,21.1,,,,,,0.0361043
       (1998 WY1),1998 WY1,,21.9,,,,,,0.0684256
       (1998 WZ1),1998 WZ1,,19.9,,,,,,0.0237021
       (1998 WA2),1998 WA2,,19.7,,,,,,0.214821
       (1998 WB2),1998 WB2,,21.8,,,0.313,,,0.0146166
       (1998 WC2),1998 WC2,,18.4,,,,,,0.436144
       (1998 WL4),1998 WL4,,19.4,,,,,,0.21769
       (1998 WR5),1998 WR5,,18.5,,,,,,0.421015
       (1998 WP7),1998 WP7,,19.9,,,,,,0.121389
       (1998 WT7),1998 WT7,,18.8,,,,,,0.0845248
       (1998 XN2),1998 XN2,,19.5,,,,,,0.00847646
       (1998 XX2),1998 XX2,,19.9,,,,,,0.0162039
       (1998 XA5),1998 XA5,,18.8,,,,,,0.130464
       (1998 XD12),1998 XD12,,20.7,,,,,,0.0321625
       (1998 XR16),1998 XR16,,18.5,,,,,,0.165656
       (1998 XN17),1998 XN17,,22.8,,,,,,0.0557743
       (1998 YM4),1998 YM4,,19.7,,,,,,0.0465095
       (1998 YW5),1998 YW5,,19.9,,,,,,0.128252
       (1998 YF10),1998 YF10,,20.7,,,,,,0.221342
       (1998 YR11),1998 YR11,,18.1,,,,,,0.153853
       (1999 AF4),1999 AF4,,18.2,,,,,,0.110752
       (1999 AM10),1999 AM10,,21,,,,,,0.0612041
       (1999 AO10),1999 AO10,,23.9,,,,,,0.0212331
       (1999 AU23),1999 AU23,,18,,,,,,0.401495
       (1999 AJ39),1999 AJ39,,21.4,,,,,,0.16337
       (1999 BO),1999 BO,,19.1,,,,,,0.262294
       (1999 BL33),1999 BL33,,21.9,,,,,,0.271737
       (1999 CQ2),1999 CQ2,,27.3,,,,,,0.00518892
       (1999 CW8),1999 CW8,,18.6,,,,,,0.231263
       (1999 CG9),1999 CG9,,25.2,,,,,,0.0235767
       (1999 DB2),1999 DB2,,19.1,,,,,,0.265629
       (1999 DY2),1999 DY2,,21.9,,,,,,0.108345
       (1999 DJ3),1999 DJ3,,20.9,,,,,,0.273114
       (1999 EO3),1999 EO3,,19.1,,,,,,0.208432
       (1999 ED5),1999 ED5,,19.6,,,,,,0.175477
       (1999 EF5),1999 EF5,,19.4,,,,,,0.276467
       (1999 FA),1999 FA,,20.7,,,10.092,,,0.00629306
       (1999 FR5),1999 FR5,,23.4,,,,,,0.00791173
       (1999 FQ10),1999 FQ10,,23.2,,,,,,0.00944887
       (1999 FN19),1999 FN19,,22.5,,,3.5,,,0.0162097
       (1999 FP19),1999 FP19,,20.1,,,,,,0.161179
       (1999 FR19),1999 FR19,,22,,,,,,0.035949
       (1999 FJ21),1999 FJ21,,20.3,,,,,,0.0591034
       (1999 GL4),1999 GL4,,19.7,,,,,,0.0267102
       (1999 GY5),1999 GY5,,20,,,,,,0.0643286
       (1999 GR6),1999 GR6,,20,,,,,,0.171305
       (1999 HC1),1999 HC1,,24.5,,,,,,0.00854841
       (1999 HD1),1999 HD1,,20.4,,,,,,0.2164
       (1999 HV1),1999 HV1,,17.7,,,,,,0.196822
       (1999 HW1),1999 HW1,,19.8,,,,,,0.366459
       (1999 HX1),1999 HX1,,19.9,,,,,,0.182786
       (1999 JE1),1999 JE1,,20,,,,,,0.0236931
       (1999 JU6),1999 JU6,,19.4,,,,,,0.27407
       (1999 JZ10),1999 JZ10,,21.8,,,,,,0.0382557
       (1999 KK1),1999 KK1,,18.2,,,,,,0.154313
       (1999 KL1),1999 KL1,,21.5,,,,,,0.0838864
       (1999 LJ1),1999 LJ1,,22.2,,,,,,0.109776
       (1999 LK1),1999 LK1,,22,,,,,,0.0281392
       (1999 LT1),1999 LT1,,17.6,,,,,,0.0954159
       (1999 LW1),1999 LW1,,20.3,,,,,,0.0987683
       (1999 LX1),1999 LX1,,20.6,,,,,,0.0242999
       (1999 LD6),1999 LD6,,22.1,,,,,,0.0830419
       (1999 LE6),1999 LE6,,20.6,,,,,,0.084599
       (1999 LS7),1999 LS7,,20.8,,,,,,0.0499678
       (1999 LV7),1999 LV7,,19.2,,,,,,0.174992
       (1999 LN28),1999 LN28,,19.4,,,19,,,0.123796
       (1999 LP28),1999 LP28,,20,,,,,,0.156947
       (1999 LD30),1999 LD30,,20.3,,,,,,0.0789381
       (1999 MN),1999 MN,,21.4,,,5.495,,,0.00554035
       (1999 NW2),1999 NW2,,23.2,,,4.2,,,0.0160684
       (1999 OQ3),1999 OQ3,,20.1,,,,,,0.0840276
       (1999 PS3),1999 PS3,,21.7,,,,,,0.0711875
       (1999 RU2),1999 RU2,,20.2,,,,,,0.256816
       (1999 RV2),1999 RV2,,18.8,,,,,,0.209887
       (1999 RJ27),1999 RJ27,,19.5,,,,,,0.108367
       (1999 RN28),1999 RN28,,20.9,,,,,,0.174317
       (1999 RP28),1999 RP28,,22.6,,,,,,0.132338
       (1999 RQ28),1999 RQ28,,20.7,,,,,,0.123074
       (1999 RZ31),1999 RZ31,,23.8,,,,,,0.0217868
       (1999 RA32),1999 RA32,,21.2,,,,,,0.0570308
       (1999 RB32),1999 RB32,,19.8,,,,,,0.062005
       (1999 RJ33),1999 RJ33,,22.5,,,,,,0.0262416
       (1999 RK33),1999 RK33,,22.4,,,,,,0.03863
       (1999 RO36),1999 RO36,,20.7,,,,,,0.231099
       (1999 RM45),1999 RM45,,19.4,,,,,,0.00284361
       (1999 SO5),1999 SO5,,20.9,,,,,,0.0146755
       (1999 SE10),1999 SE10,,20,,,,,,0.228586
       (1999 SF10),1999 SF10,,24.3,,,0.0411,,,0.00398458
       (1999 SG10),1999 SG10,,20.5,,,,,,0.0276775
       (1999 SH10),1999 SH10,,22.4,,,,,,0.00847529
       (1999 SJ10),1999 SJ10,,19.5,,,,,,0.067232
       (1999 SK10),1999 SK10,,19.7,,,,,,0.112829
       (1999 TY2),1999 TY2,,23.3,,,0.1213,,,0.0256138
       (1999 TZ4),1999 TZ4,,19.5,,,,,,0.363702
       (1999 TA5),1999 TA5,,20.6,,,,,,0.240681
       (1999 TD5),1999 TD5,,19.4,,,,,,0.180253
       (1999 TE5),1999 TE5,,20.5,,,,,,0.151043
       (1999 TM12),1999 TM12,,21.6,,,,,,0.0657562
       (1999 TM13),1999 TM13,,23.7,,,,,,0.075894
       (1999 TN13),1999 TN13,,23.6,,,1.3,,,0.0242006
       (1999 TO13),1999 TO13,,21.312,,,,1,,0.0306689
       (1999 TT16),1999 TT16,,19.6,,,,,,0.0229362
       (1999 TU16),1999 TU16,,22.1,,,,,,0.2759
       (1999 TV16),1999 TV16,,23.4,,,,,,0.0140199
       (1999 TW16),1999 TW16,,19.2,,,,,,0.150788
       (1999 UQ),1999 UQ,,21.8,,,,,,0.0719379
       (1999 UR),1999 UR,,21.5,,,,,,0.014835
       (1999 UZ5),1999 UZ5,,21.865,,,,0.98802,,0.0672569
       (1999 VT),1999 VT,,19.7,,,,,,0.15241
       (1999 VN6),1999 VN6,,19.5,,,24.1,,,0.167174
       (1999 VQ6),1999 VQ6,,18.5,,,,,,0.501529
       (1999 VR6),1999 VR6,,20.8,,,,,,0.0488878
       (1999 VS6),1999 VS6,,19.1,,,,,,0.122116
       (1999 VM11),1999 VM11,,20.7,,,,,,0.176556
       (1999 VN11),1999 VN11,,20.3,,,,,,0.171236
       (1999 VQ11),1999 VQ11,,17.5,,,,,,0.153988
       (1999 VK12),1999 VK12,,23.355,,,,1.1934,,0.0153261
       (1999 VX15),1999 VX15,,18.8,,,,,,0.307196
       (1999 VF22),1999 VF22,,20.5,,,,,,0.0345185
       (1999 VG22),1999 VG22,,18.6,,,,,,0.122873
       (1999 VU25),1999 VU25,,23.8,,,,,,0.0675239
       (1999 VV25),1999 VV25,,25.1,,,,,,0.0199357
       (1999 VW25),1999 VW25,,24.516,,,,0.90565,,0.0425712
       (1999 VX25),1999 VX25,,26.7,,,,,,0.00587069
       (1999 XS35),1999 XS35,,17.2,,,,,,0.0101622
       (1999 XK136),1999 XK136,,20.3,,,,,,0.00963011
       (1999 XL136),1999 XL136,,19.6,,,,,,0.00422269
       (1999 XM141),1999 XM141,,19.5,,,,,,0.0333523
       (1999 XN141),1999 XN141,,22.6,,,,,,0.0541851
       (1999 YD),1999 YD,,21.1,,,,,,0.0265698
       (2000 AA6),2000 AA6,,22.1,,,,,,0.00747601
       (2000 AB6),2000 AB6,,22.2,,,,,,0.0154377
       (2000 AC6),2000 AC6,,21.5,,,,,,0.0462048
       (2000 AG6),2000 AG6,,25.3,,,0.0766,,,0.00397012
       (2000 AE205),2000 AE205,,23,,,,,,0.0297154
       (2000 AF205),2000 AF205,,21.5,,,,,,0.0180157
       (2000 AG205),2000 AG205,,19.7,,,,,,0.263845
       (2000 AH205),2000 AH205,,22.4,,,,,,0.0148489
       (2000 BE19),2000 BE19,,17.8,,,,,,0.0604355
       (2000 BH19),2000 BH19,,19.5,,,,,,0.120683
       (2000 BK19),2000 BK19,,22.2,,,,,,0.0394805
       (2000 BL19),2000 BL19,,19.9,,,,,,0.152173
       (2000 BO19),2000 BO19,,24.6,,,,,,0.00443957
       (2000 BO28),2000 BO28,,19.8,,,,,,0.0475474
       (2000 CL33),2000 CL33,,18.3,,,,,,0.164889
       (2000 CM33),2000 CM33,,21,,,,,,0.0430713
       (2000 CN33),2000 CN33,,19.2,,,,,,0.0955599
       (2000 CO33),2000 CO33,,21.1,,,,,,0.0159685
       (2000 CE59),2000 CE59,,20.4,,,,,,0.00851422
       (2000 CK59),2000 CK59,,24.1,,,,,,0.0380263
       (2000 CP101),2000 CP101,,19.9,,,,,,0.0443804
       (2000 CR101),2000 CR101,,20.2,,,,,,0.293616
       (2000 DN1),2000 DN1,,19.7,,,,,,0.0126316
       (2000 DO1),2000 DO1,,20.3,,,,,,0.0133924
       (2000 DL8),2000 DL8,,19,,,,,,0.0911356
       (2000 DO8),2000 DO8,,24.8,,,0.0217,,,0.00383081
       (2000 DQ110),2000 DQ110,,16.7,,,,,,0.702884
       (2000 DV110),2000 DV110,,19.6,,,,,,0.273634
       (2000 EB14),2000 EB14,,23.1,,,1.79,,,0.0308424
       (2000 EC14),2000 EC14,,20.135,,,,0.63318,,0.248495
       (2000 ED14),2000 ED14,,20.8,,,,,,0.0357831
       (2000 EM26),2000 EM26,,22.1,,,,,,0.019012
       (2000 EU70),2000 EU70,,18.8,,,,,,0.043211
       (2000 EC104),2000 EC104,,21.3,,,,,,0.134888
       (2000 EY106),2000 EY106,,19.2,,,,,,0.186645
       (2000 EZ106),2000 EZ106,,20.5,,,,,,0.0641562
       (2000 EB107),2000 EB107,,17.2,,,,,,0.346796
       (2000 FP10),2000 FP10,,21.6,,,,,,0.107459
       (2000 FX13),2000 FX13,,19.9,,,,,,0.307615
       (2000 GB2),2000 GB2,,19,,,,,,0.104795
       (2000 GF2),2000 GF2,,20.5,,,,,,0.0105249
       (2000 GT127),2000 GT127,,22.52,,,,0.95895,,0.296315
       (2000 GV127),2000 GV127,,19.2,,,,,,0.0950964
       (2000 GW127),2000 GW127,,19.6,,,,,,0.0965536
       (2000 GC147),2000 GC147,,20,,,,,,0.084888
       (2000 GV147),2000 GV147,,19.2,,,,,,0.00327624
       (2000 HB24),2000 HB24,,23.3,,,0.2176,,,0.0158682
       (2000 HO40),2000 HO40,,22.1,,,,,,0.0389421
       (2000 HP40),2000 HP40,,24,,,,,,0.0802453
       (2000 HD74),2000 HD74,,18,,,,,,0.276368
       (2000 JF1),2000 JF1,,19.2,,,,,,0.213118
       (2000 JA3),2000 JA3,,18.7,,,,,,0.219733
       (2000 JF5),2000 JF5,,21.243,,,,0.93439,,0.0210469
       (2000 JJ5),2000 JJ5,,18.9,,,,,,0.098343
       (2000 JX8),2000 JX8,,25.4,,,,,,0.0188035
       (2000 JZ8),2000 JZ8,,20.8,,,,,,0.129085
       (2000 JN10),2000 JN10,,17.8,,,,,,0.4405
       (2000 KA),2000 KA,,21.7,,,,,,0.00130814
       (2000 KC),2000 KC,,20.2,,,,,,0.178437
       (2000 KL33),2000 KL33,,19.7,,,,,,0.193352
       (2000 KE41),2000 KE41,,17.4,,,,,,0.181055
       (2000 KW43),2000 KW43,,20,,,,,,0.0466781
       (2000 KN44),2000 KN44,,18.5,,,,,,0.45503
       (2000 KP44),2000 KP44,,18.8,,,,,,0.233521
       (2000 LK),2000 LK,,18.4,,,,,,0.107435
       (2000 LD3),2000 LD3,,19.6,,,,,,0.130999
       (2000 LF3),2000 LF3,,21.6,,,1,,,0.0175198
       (2000 LF6),2000 LF6,,19.6,,,,,,0.219698
       (2000 LG6),2000 LG6,,29,,,,,,0.00337303
       (2000 LK10),2000 LK10,,19.9,,,,,,0.261492
       (2000 NQ11),2000 NQ11,,19.6,,,,,,0.298376
       (2000 OH),2000 OH,,17.4,,,,,,0.0247653
       (2000 OH8),2000 OH8,,20.8,,,,,,0.181925
       (2000 OK8),2000 OK8,,20.2,,,,,,0.135053
       (2000 OB22),2000 OB22,,17.1,,,,,,0.277214
       (2000 PN),2000 PN,,22.572,,,,1.0465,,0.0190828
       (2000 PD3),2000 PD3,,18.4,,,,,,0.0271681
       (2000 PE3),2000 PE3,,20.2,,,,,,0.095663
       (2000 PG3),2000 PG3,,16.1,4.2,,,,0.6,0.20955
       (2000 PF5),2000 PF5,,20.3,,,,,,0.127528
       (2000 PG5),2000 PG5,,20.1,,,,,,0.116444
       (2000 PY5),2000 PY5,,21.1,,,,,,0.0467961
       (2000 PH8),2000 PH8,,24.3,,,,,,0.0857399
       (2000 PN8),2000 PN8,,22,,,,,,0.0793096
       (2000 PP9),2000 PP9,,19.3,,,,,,0.0402283
       (2000 PQ27),2000 PQ27,,19.9,,,,,,0.303988
       (2000 PO30),2000 PO30,,19.2,,,,,,0.119362
       (2000 QS7),2000 QS7,,19.5,,,,,,0.00311236
       (2000 QT7),2000 QT7,,20,,,,,,0.153548
       (2000 QU7),2000 QU7,,18.2,,,,,,0.139983
       (2000 QV7),2000 QV7,,21.4,,,,,,0.0171029
       (2000 QW7),2000 QW7,,19.8,,,71.3,,,0.0298554
       (2000 QX69),2000 QX69,,24.2,,,,,,0.000391775
       (2000 QJ130),2000 QJ130,,19.4,,,,,,0.24336
       (2000 QL130),2000 QL130,,19.9,,,,,,0.211115
       (2000 QN130),2000 QN130,,18.1,,,30.33,,,0.261091
       (2000 QO130),2000 QO130,,20.5,,,,,,0.215461
       (2000 RJ12),2000 RJ12,,22.3,,,,,,0.114732
       (2000 RK12),2000 RK12,,21.283,,,,0.62873,,0.0522518
       (2000 RM12),2000 RM12,,16.5,,,,,,0.153592
       (2000 RN12),2000 RN12,,20,,,,,,0.131314
       (2000 RD52),2000 RD52,,20.6,,,,,,0.218507
       (2000 RE52),2000 RE52,,22.3,,,,,,0.0312775
       (2000 RF52),2000 RF52,,24,,,,,,0.0560225
       (2000 RJ60),2000 RJ60,,18.6,,,,,,0.400176
       (2000 RK60),2000 RK60,,21.6,,,,,,0.133883
       (2000 SL),2000 SL,,18.2,,,,,,0.124243
       (2000 SB8),2000 SB8,,19.1,,,,,,0.214104
       (2000 SE8),2000 SE8,,23,,,,,,0.00754296
       (2000 SF8),2000 SF8,,20.4,,,,,,0.0860788
       (2000 SG8),2000 SG8,,17.5,,,,,,0.175204
       (2000 SJ8),2000 SJ8,,19.8,,,,,,0.224344
       (2000 SL10),2000 SL10,,21.9,,,,,,0.0108662
       (2000 SM10),2000 SM10,,24.1,,,18,,,0.00858194
       (2000 SN10),2000 SN10,,21.1,,,,,,0.11573
       (2000 SU20),2000 SU20,,19.8,,,,,,0.181654
       (2000 SB25),2000 SB25,,20.5,,,,,,0.235397
       (2000 SR43),2000 SR43,,19.4,,,,,,0.391808
       (2000 SS43),2000 SS43,,24.8,,,,,,0.0201247
       (2000 SZ44),2000 SZ44,,20.5,,,,,,0.234903
       (2000 SB45),2000 SB45,,24.5,,,,,,0.00131743
       (2000 SY162),2000 SY162,,19.2,,,,,,0.254481
       (2000 SZ162),2000 SZ162,,27.3,,,,,,0.00191608
       (2000 SC241),2000 SC241,,20.2,,,,,,0.181954
       (2000 SG344),2000 SG344,,24.7,,,,,,0.000820635
       (2000 TH1),2000 TH1,,22.6,,,,,,0.076583
       (2000 TJ1),2000 TJ1,,19.6,,,,,,0.0992795
       (2000 TL1),2000 TL1,,22.8,,,,,,0.0351645
       (2000 TE2),2000 TE2,,24.9,,,,,,0.0389954
       (2000 TG2),2000 TG2,,19.7,,,,,,0.162159
       (2000 TU28),2000 TU28,,20.8,,,,,,0.000202327
       (2000 TV28),2000 TV28,,21.6,,,,,,0.276584
       (2000 UG11),2000 UG11,,20.4,,,4.44,,,0.00734736
       (2000 UK11),2000 UK11,,25.3,,,0.026599,,,0.00423461
       (2000 UW13),2000 UW13,,20.5,,,,,,0.126371
       (2000 UR16),2000 UR16,,23.9,,,,,,0.0124266
       (2000 UO30),2000 UO30,,24.3,,,0.5865,,,0.0379227
       (2000 UQ30),2000 UQ30,,22.1,,,,,,0.0116671
       (2000 UY33),2000 UY33,,22.3,,,,,,0.117593
       (2000 VZ44),2000 VZ44,,21.1,,,,1.0039,,0.0500663
       (2000 VH61),2000 VH61,,19.2,,,,,,0.326651
       (2000 WC1),2000 WC1,,22.3,,,,,,0.00394903
       (2000 WG10),2000 WG10,,23.4,,,0.228,,,0.0354492
       (2000 WH10),2000 WH10,,21.615,,,0.02221,0.47425,,0.0489958
       (2000 WJ10),2000 WJ10,,20.3,,,,,,0.189392
       (2000 WL10),2000 WL10,,18.1,,,,,,0.0660946
       (2000 WM10),2000 WM10,,25.8,,,,,,0.0334792
       (2000 WP19),2000 WP19,,22.6,,,,,,0.0033646
       (2000 WS28),2000 WS28,,23.4,,,0.03646,,,0.0170796
       (2000 WT28),2000 WT28,,24.5,,,,,,0.0159753
       (2000 WX28),2000 WX28,,20.8,,,,,,0.194348
       (2000 WY28),2000 WY28,,20.3,,,,,,0.176289
       (2000 WG63),2000 WG63,,23.2,,,0.1383,,,0.0176404
       (2000 WH63),2000 WH63,,21.7,,,,,,0.119844
       (2000 WJ63),2000 WJ63,,20.9,,,,,,0.18582
       (2000 WL63),2000 WL63,,19.9,,,,,,0.160604
       (2000 WM63),2000 WM63,,20.6,,,,,,0.121064
       (2000 WJ107),2000 WJ107,,23.8,,,,,,0.00463754
       (2000 WK107),2000 WK107,,18.4,,,,,,0.460434
       (2000 WL107),2000 WL107,,24.8,,,0.1609,,,0.0461579
       (2000 WM107),2000 WM107,,18.8,,,,,,0.233655
       (2000 WN148),2000 WN148,,22.4,,,0.55,,,0.0594291
       (2000 WO148),2000 WO148,,20.7,,,,,,0.0554229
       (2000 WQ148),2000 WQ148,,22.7,,,0.1659,,,0.0145201
       (2000 XF44),2000 XF44,,21.3,,,,,,0.118219
       (2000 XJ44),2000 XJ44,,20.1,,,,,,0.0990439
       (2000 XH47),2000 XH47,,19.9,,,,,,0.311486
       (2000 YA),2000 YA,,23.7,,,0.6658,,,0.00716643
       (2000 YG4),2000 YG4,,20.8,,,,,,0.118011
       (2000 YK4),2000 YK4,,19.3,,,,,,0.168609
       (2000 YF29),2000 YF29,,20.3,,,,,,0.00968326
       (2000 YG29),2000 YG29,,18.8,,,,,,0.00591985
       (2000 YJ29),2000 YJ29,,17.9,,,,,,0.326344
       (2000 YS134),2000 YS134,,23.1,,,,,,0.0282799
       (2000 YT134),2000 YT134,,18.7,,,,,,0.315657
       (2001 AO2),2001 AO2,,18,,,,,,0.388012
       (2001 AV43),2001 AV43,,24.6,,,0.1701,,,0.00162026
       (2001 BF10),2001 BF10,,22.6,,,0.4,,,0.000900258
       (2001 BX15),2001 BX15,,21.5,,,,,,0.082921
       (2001 BY15),2001 BY15,,19.1,,,,,,0.412819
       (2001 BA16),2001 BA16,,26,,,,,,6.06E-05
       (2001 BB16),2001 BB16,,23.2,,,,,,0.00485892
       (2001 BC16),2001 BC16,,23.9,,,,,,0.0374911
       (2001 BD16),2001 BD16,,19.6,,,,,,0.0677167
       (2001 BE16),2001 BE16,,19.8,,,,,,0.0633754
       (2001 BB40),2001 BB40,,24.6,,,,,,0.0332364
       (2001 BO60),2001 BO60,,19.3,,,,,,0.434519
       (2001 BM61),2001 BM61,,21,,,,0.37802,,0.158479
       (2001 BN61),2001 BN61,,25,,,,,,0.0231006
       (2001 BP61),2001 BP61,,20.2,,,,,,0.139726
       (2001 CA21),2001 CA21,,18.778,,,,0.46007,,0.0366015
       (2001 CC32),2001 CC32,,19,,,,,,0.283302
       (2001 CP36),2001 CP36,,23.7,,,,1.0302,,0.011271
       (2001 CQ36),2001 CQ36,,22.5,,,,,,0.0138618
