"number","name","year","letters","period","variation","EMOID","H"
"","","2004","RF84","""""""weeks""","""""""""","0.0194035"
"","","2004","RZ164","2.556","0.11","0.0194035"
"","","2004","TC18","0.741","0.34","0.0194035"
"","","2004","TR14","8.292","0.47","0.0194035"
"","","2004","VW14","2.5009","0.14","0.0194035"
"","","2004","XO14","8.4172","0.19","0.0194035"
"","","2005","AB","3.339","0.04","0.0194035"
"","","2005","CK38","4.7894","0.27","0.0194035"
"","","2005","CR37","5.6","1.1","0.0194035"
"","","2005","ED318","17.157","0.22","0.0194035"
"","","2005","GB34","0.52","0.36","0.0194035"
"","","2005","OE3",">100.","","0.0194035"
"","2P/Encke","","","11.079","0.25","0.0194035"
